0,0
0.0001,-7.81792e-12
0.0002,-3.27285e-12
0.0003,-1.0946e-11
0.0004,-1.46897e-11
0.0005,-8.2033e-12
0.0006,-7.00077e-12
0.0007,9.96307e-12
0.0008,6.59031e-12
0.0009,1.31849e-11
0.001,3.07185e-12
0.0011,3.81047e-12
0.0012,5.25266e-12
0.0013,6.21926e-12
0.0014,7.62739e-12
0.0015,3.69697e-12
0.0016,8.71941e-13
0.0017,-1.93586e-13
0.0018,-6.75993e-12
0.0019,-1.51833e-11
0.002,-6.61796e-12
0.0021,1.40411e-12
0.0022,3.10094e-12
0.0023,-2.54095e-12
0.0024,-1.18478e-11
0.0025,-7.3366e-12
0.0026,4.5631e-12
0.0027,1.53632e-13
0.0028,-2.92792e-12
0.0029,-4.58483e-13
0.003,-7.24563e-12
0.0031,-4.21063e-12
0.0032,9.26485e-12
0.0033,1.52283e-11
0.0034,2.0308e-11
0.0035,1.20537e-11
0.0036,1.51113e-11
0.0037,6.71172e-12
0.0038,1.4239e-11
0.0039,4.45993e-12
0.004,8.65069e-13
0.0041,-1.44337e-12
0.0042,2.54218e-12
0.0043,-5.36984e-12
0.0044,-7.0985e-12
0.0045,-1.45702e-11
0.0046,1.28683e-12
0.0047,-1.5851e-12
0.0048,-7.44014e-13
0.0049,2.27858e-13
0.005,5.43917e-12
0.0051,4.31029e-12
0.0052,-1.83806e-16
0.0053,5.7407e-12
0.0054,1.46044e-12
0.0055,5.6111e-13
0.0056,8.27181e-13
0.0057,5.7946e-12
0.0058,2.35621e-12
0.0059,-4.23721e-12
0.006,1.08556e-12
0.0061,4.06664e-12
0.0062,-2.58179e-12
0.0063,-3.60343e-12
0.0064,-1.45412e-12
0.0065,9.50216e-12
0.0066,4.94279e-12
0.0067,1.36422e-11
0.0068,7.98089e-12
0.0069,7.50519e-12
0.007,9.05859e-12
0.0071,7.56774e-12
0.0072,-1.68452e-12
0.0073,3.23766e-12
0.0074,2.74592e-12
0.0075,-1.65916e-12
0.0076,-9.36999e-12
0.0077,-5.08242e-12
0.0078,-6.11594e-12
0.0079,6.46721e-12
0.008,1.30978e-12
0.0081,1.69466e-12
0.0082,6.6873e-12
0.0083,-9.66164e-13
0.0084,4.03564e-12
0.0085,6.3177e-12
0.0086,1.38379e-11
0.0087,1.73938e-11
0.0088,3.91691e-12
0.0089,4.51113e-12
0.009,1.14703e-12
0.0091,7.04279e-12
0.0092,-1.60487e-12
0.0093,6.46209e-12
0.0094,4.83017e-12
0.0095,1.05784e-11
0.0096,6.48831e-12
0.0097,4.26493e-13
0.0098,-1.84973e-12
0.0099,1.49925e-12
0.01,9.46517e-13
0.0101,4.89286e-12
0.0102,-7.05639e-12
0.0103,6.77058e-14
0.0104,-3.48535e-12
0.0105,3.31344e-12
0.0106,-2.85091e-12
0.0107,-7.79109e-13
0.0108,-2.73052e-12
0.0109,8.58972e-12
0.011,1.01262e-11
0.0111,3.66159e-12
0.0112,5.6223e-12
0.0113,4.43367e-13
0.0114,2.88468e-12
0.0115,8.57419e-12
0.0116,5.04055e-12
0.0117,6.37187e-12
0.0118,4.84761e-13
0.0119,3.91148e-12
0.012,3.95083e-12
0.0121,1.00209e-11
0.0122,9.92683e-12
0.0123,3.10297e-12
0.0124,-1.72897e-12
0.0125,-5.33268e-12
0.0126,-1.03222e-11
0.0127,-1.41256e-11
0.0128,-6.25569e-12
0.0129,-2.89763e-12
0.013,2.91416e-12
0.0131,9.20517e-12
0.0132,3.34359e-12
0.0133,1.08443e-11
0.0134,1.44368e-11
0.0135,6.01736e-12
0.0136,1.16622e-11
0.0137,8.46507e-12
0.0138,6.24038e-12
0.0139,4.26062e-12
0.014,2.11719e-12
0.0141,1.41348e-11
0.0142,1.37265e-11
0.0143,1.17442e-11
0.0144,9.14959e-12
0.0145,1.19205e-11
0.0146,3.95606e-12
0.0147,1.12784e-11
0.0148,-5.13511e-12
0.0149,-1.03687e-11
0.015,-1.09753e-11
0.0151,-7.89514e-12
0.0152,-8.49202e-12
0.0153,-1.3055e-11
0.0154,-9.34163e-12
0.0155,-9.26268e-12
0.0156,-1.40224e-11
0.0157,-7.88814e-12
0.0158,-1.3309e-12
0.0159,3.87041e-12
0.016,9.65854e-12
0.0161,3.07716e-13
0.0162,-7.53988e-14
0.0163,-7.02661e-12
