1,1,1.58653e-20,1.55034e-20
2,2,1.58652e-20,1.55033e-20
3,3,1.58651e-20,1.55032e-20
4,4,1.5865e-20,1.5503e-20
5,5,1.58648e-20,1.55028e-20
6,6,1.58645e-20,1.55026e-20
7,7,1.58642e-20,1.55023e-20
8,8,1.58639e-20,1.5502e-20
9,9,1.58635e-20,1.55016e-20
10,10,1.58631e-20,1.55012e-20
11,11,1.58627e-20,1.55008e-20
12,12,1.58622e-20,1.55003e-20
13,13,1.58616e-20,1.54997e-20
14,14,1.5861e-20,1.54991e-20
15,15,1.58604e-20,1.54985e-20
16,16,1.58597e-20,1.54978e-20
17,17,1.5859e-20,1.54971e-20
18,18,1.58583e-20,1.54963e-20
19,19,1.58575e-20,1.54955e-20
20,20,1.58566e-20,1.54947e-20
21,21,1.58557e-20,1.54938e-20
22,22,1.58548e-20,1.54929e-20
23,23,1.58538e-20,1.54919e-20
24,24,1.58528e-20,1.54909e-20
25,25,1.58517e-20,1.54898e-20
26,26,1.58506e-20,1.54887e-20
27,27,1.58495e-20,1.54875e-20
28,28,1.58483e-20,1.54864e-20
29,29,1.5847e-20,1.54851e-20
30,30,1.58458e-20,1.54838e-20
31,31,1.58444e-20,1.54825e-20
32,32,1.58431e-20,1.54811e-20
33,33,1.58417e-20,1.54797e-20
34,34,1.58402e-20,1.54783e-20
35,35,1.58387e-20,1.54768e-20
36,36,1.58372e-20,1.54753e-20
37,37,1.58356e-20,1.54737e-20
38,38,1.5834e-20,1.5472e-20
39,39,1.58323e-20,1.54704e-20
40,40,1.58306e-20,1.54687e-20
41,41,1.58288e-20,1.54669e-20
42,42,1.58271e-20,1.54651e-20
43,43,1.58252e-20,1.54633e-20
44,44,1.58233e-20,1.54614e-20
45,45,1.58214e-20,1.54595e-20
46,46,1.58194e-20,1.54575e-20
47,47,1.58174e-20,1.54555e-20
48,48,1.58154e-20,1.54534e-20
49,49,1.58133e-20,1.54513e-20
50,50,1.58111e-20,1.54492e-20
51,51,1.5809e-20,1.5447e-20
52,52,1.58067e-20,1.54448e-20
53,53,1.58045e-20,1.54425e-20
54,54,1.58022e-20,1.54402e-20
55,55,1.57998e-20,1.54379e-20
56,56,1.57974e-20,1.54355e-20
57,57,1.5795e-20,1.5433e-20
58,58,1.57925e-20,1.54306e-20
59,59,1.579e-20,1.54281e-20
60,60,1.57874e-20,1.54255e-20
61,61,1.57848e-20,1.54229e-20
62,62,1.57822e-20,1.54202e-20
63,63,1.57795e-20,1.54175e-20
64,64,1.57768e-20,1.54148e-20
65,65,1.5774e-20,1.5412e-20
66,66,1.57712e-20,1.54092e-20
67,67,1.57683e-20,1.54064e-20
68,68,1.57654e-20,1.54035e-20
69,69,1.57625e-20,1.54005e-20
70,70,1.57595e-20,1.53976e-20
71,71,1.57565e-20,1.53945e-20
72,72,1.57534e-20,1.53915e-20
73,73,1.57503e-20,1.53884e-20
74,74,1.57472e-20,1.53852e-20
75,75,1.5744e-20,1.5382e-20
76,76,1.57407e-20,1.53788e-20
77,77,1.57375e-20,1.53755e-20
78,78,1.57342e-20,1.53722e-20
79,79,1.57308e-20,1.53688e-20
80,80,1.57274e-20,1.53654e-20
81,81,1.5724e-20,1.5362e-20
82,82,1.57205e-20,1.53585e-20
83,83,1.5717e-20,1.5355e-20
84,84,1.57134e-20,1.53514e-20
85,85,1.57098e-20,1.53478e-20
86,86,1.57062e-20,1.53442e-20
87,87,1.57025e-20,1.53405e-20
88,88,1.56988e-20,1.53368e-20
89,89,1.5695e-20,1.5333e-20
90,90,1.56912e-20,1.53292e-20
91,91,1.56873e-20,1.53254e-20
92,92,1.56835e-20,1.53215e-20
93,93,1.56795e-20,1.53176e-20
94,94,1.56756e-20,1.53136e-20
95,95,1.56716e-20,1.53096e-20
96,96,1.56675e-20,1.53055e-20
97,97,1.56634e-20,1.53014e-20
98,98,1.56593e-20,1.52973e-20
99,99,1.56551e-20,1.52931e-20
100,100,1.56509e-20,1.52889e-20
101,101,1.56467e-20,1.52847e-20
102,102,1.56424e-20,1.52804e-20
103,103,1.56381e-20,1.52761e-20
104,104,1.56337e-20,1.52717e-20
105,105,1.56293e-20,1.52673e-20
106,106,1.56248e-20,1.52628e-20
107,107,1.56203e-20,1.52583e-20
108,108,1.56158e-20,1.52538e-20
109,109,1.56113e-20,1.52492e-20
110,110,1.56066e-20,1.52446e-20
111,111,1.5602e-20,1.524e-20
112,112,1.55973e-20,1.52353e-20
113,113,1.55926e-20,1.52306e-20
114,114,1.55878e-20,1.52258e-20
115,115,1.5583e-20,1.5221e-20
116,116,1.55782e-20,1.52162e-20
117,117,1.55733e-20,1.52113e-20
118,118,1.55684e-20,1.52064e-20
119,119,1.55635e-20,1.52014e-20
120,120,1.55585e-20,1.51964e-20
121,121,1.55534e-20,1.51914e-20
122,122,1.55484e-20,1.51863e-20
123,123,1.55432e-20,1.51812e-20
124,124,1.55381e-20,1.51761e-20
125,125,1.55329e-20,1.51709e-20
126,126,1.55277e-20,1.51657e-20
127,127,1.55224e-20,1.51604e-20
128,128,1.55171e-20,1.51551e-20
129,129,1.55118e-20,1.51498e-20
130,130,1.55064e-20,1.51444e-20
131,131,1.5501e-20,1.5139e-20
132,132,1.54956e-20,1.51335e-20
133,133,1.54901e-20,1.5128e-20
134,134,1.54845e-20,1.51225e-20
135,135,1.5479e-20,1.51169e-20
136,136,1.54734e-20,1.51113e-20
137,137,1.54677e-20,1.51057e-20
138,138,1.54621e-20,1.51e-20
139,139,1.54564e-20,1.50943e-20
140,140,1.54506e-20,1.50886e-20
141,141,1.54448e-20,1.50828e-20
142,142,1.5439e-20,1.50769e-20
143,143,1.54332e-20,1.50711e-20
144,144,1.54273e-20,1.50652e-20
145,145,1.54213e-20,1.50593e-20
146,146,1.54154e-20,1.50533e-20
147,147,1.54094e-20,1.50473e-20
148,148,1.54033e-20,1.50412e-20
149,149,1.53972e-20,1.50352e-20
150,150,1.53911e-20,1.50291e-20
151,151,1.5385e-20,1.50229e-20
152,152,1.53788e-20,1.50167e-20
153,153,1.53726e-20,1.50105e-20
154,154,1.53663e-20,1.50042e-20
155,155,1.536e-20,1.4998e-20
156,156,1.53537e-20,1.49916e-20
157,157,1.53474e-20,1.49853e-20
158,158,1.5341e-20,1.49789e-20
159,159,1.53345e-20,1.49724e-20
160,160,1.53281e-20,1.4966e-20
161,161,1.53216e-20,1.49595e-20
162,162,1.5315e-20,1.49529e-20
163,163,1.53085e-20,1.49464e-20
164,164,1.53019e-20,1.49398e-20
165,165,1.52952e-20,1.49331e-20
166,166,1.52886e-20,1.49264e-20
167,167,1.52818e-20,1.49197e-20
168,168,1.52751e-20,1.4913e-20
169,169,1.52683e-20,1.49062e-20
170,170,1.52615e-20,1.48994e-20
171,171,1.52547e-20,1.48925e-20
172,172,1.52478e-20,1.48857e-20
173,173,1.52409e-20,1.48788e-20
174,174,1.52339e-20,1.48718e-20
175,175,1.5227e-20,1.48648e-20
176,176,1.522e-20,1.48578e-20
177,177,1.52129e-20,1.48508e-20
178,178,1.52058e-20,1.48437e-20
179,179,1.51987e-20,1.48366e-20
180,180,1.51916e-20,1.48294e-20
181,181,1.51844e-20,1.48222e-20
182,182,1.51772e-20,1.4815e-20
183,183,1.51699e-20,1.48078e-20
184,184,1.51627e-20,1.48005e-20
185,185,1.51554e-20,1.47932e-20
186,186,1.5148e-20,1.47859e-20
187,187,1.51407e-20,1.47785e-20
188,188,1.51333e-20,1.47711e-20
189,189,1.51258e-20,1.47636e-20
190,190,1.51183e-20,1.47562e-20
191,191,1.51108e-20,1.47487e-20
192,192,1.51033e-20,1.47411e-20
193,193,1.50958e-20,1.47336e-20
194,194,1.50882e-20,1.4726e-20
195,195,1.50805e-20,1.47183e-20
196,196,1.50729e-20,1.47107e-20
197,197,1.50652e-20,1.4703e-20
198,198,1.50575e-20,1.46953e-20
199,199,1.50497e-20,1.46875e-20
200,200,1.50419e-20,1.46797e-20
201,201,1.50341e-20,1.46719e-20
202,202,1.50263e-20,1.46641e-20
203,203,1.50184e-20,1.46562e-20
204,204,1.50105e-20,1.46483e-20
205,205,1.50026e-20,1.46404e-20
206,206,1.49946e-20,1.46324e-20
207,207,1.49866e-20,1.46244e-20
208,208,1.49786e-20,1.46164e-20
209,209,1.49705e-20,1.46083e-20
210,210,1.49625e-20,1.46002e-20
211,211,1.49544e-20,1.45921e-20
212,212,1.49462e-20,1.4584e-20
213,213,1.4938e-20,1.45758e-20
214,214,1.49298e-20,1.45676e-20
215,215,1.49216e-20,1.45594e-20
216,216,1.49134e-20,1.45511e-20
217,217,1.49051e-20,1.45428e-20
218,218,1.48967e-20,1.45345e-20
219,219,1.48884e-20,1.45261e-20
220,220,1.488e-20,1.45178e-20
221,221,1.48716e-20,1.45094e-20
222,222,1.48632e-20,1.45009e-20
223,223,1.48547e-20,1.44925e-20
