 2.093717 , -3.837421 , -0.968949 ,  2.036419 , -3.557595 , -2.161085 ,  1.943664 , -2.537400 , -2.895441 ,  1.356019 , -2.561896 , -1.879033 ,  1.240431 , -1.380771 , -1.424149 ,  0.484874 , -0.643333 , -1.634379 , -0.695146 , -0.777611 , -2.276036 , -1.879761 , -0.692336 , -1.929145 , -2.540891 ,  0.174715 , -1.648105 , -2.823380 ,  1.073816 , -0.647672 , -1.482192 ,  1.119581 , -0.582892 , -0.909851 ,  0.842104 , -1.409220 , -1.006274 ,  0.196287 , -0.408837 , -0.204740 , -0.514462 , -0.552584 ,  0.430359 , -0.463474 ,  0.432442 ,  0.556520 ,  0.507589 ,  0.960682 ,  0.506575 ,  1.675541 ,  1.661771 ,  0.852508 ,  2.402012 ,  2.800350 ,  0.288014 ,  2.810835 ,  3.680939 ,  0.329967 ,  2.995935 ,  5.035916 , -0.591757 ,  3.069748 ,  5.870466 , 
 1.971236 , -3.913218 , -0.831605 ,  2.361807 , -3.446057 , -1.995833 ,  1.682445 , -2.829934 , -2.800648 ,  1.792599 , -1.691268 , -2.121440 ,  1.203913 , -1.261190 , -1.122288 ,  0.101653 , -0.771553 , -1.566868 , -0.490764 , -1.110413 , -2.459850 , -1.721478 , -1.060632 , -2.215673 , -2.091609 ,  0.169096 , -1.628900 , -2.689450 ,  0.899921 , -1.090942 , -1.685432 ,  1.396961 , -1.037294 , -1.035306 ,  0.692301 , -1.380693 , -1.048251 , -0.141382 , -0.589666 ,  0.038551 ,  0.092548 , -0.421897 ,  0.791669 , -0.055633 ,  0.315649 ,  0.842349 ,  0.669186 ,  1.480392 ,  0.649558 ,  1.763294 ,  2.079788 ,  0.341894 ,  2.584340 ,  2.749564 ,  0.261607 ,  2.404226 ,  3.907741 , -0.289082 ,  3.006717 ,  4.810782 , -1.048458 ,  2.365553 ,  5.815307 , 
 2.072642 , -3.982181 , -0.968964 ,  1.986592 , -3.579516 , -2.058417 ,  1.642923 , -2.579686 , -2.758683 ,  1.858598 , -1.346335 , -2.107970 ,  1.111300 , -1.267083 , -1.336055 , -0.016781 , -0.485686 , -1.323565 , -0.935821 , -0.835872 , -2.221146 , -1.936883 , -1.211868 , -2.009779 , -1.639903 ,  0.050820 , -1.614234 , -2.337697 ,  0.478350 , -0.605000 , -1.453737 ,  1.001716 , -1.148952 , -0.474540 ,  0.481886 , -1.401517 , -1.023517 ,  0.219404 , -0.536005 ,  0.168931 ,  0.301248 , -0.471524 ,  0.856350 ,  0.689893 ,  0.351336 ,  0.272119 ,  0.300899 ,  1.569343 ,  0.211965 ,  1.648763 ,  1.985582 ,  0.576970 ,  2.765062 ,  2.675763 , -0.306907 ,  2.884754 ,  3.459756 , -0.534166 ,  2.387699 ,  4.708496 , -0.625231 ,  1.891158 ,  5.936104 , 
 1.933544 , -3.944701 , -0.946487 ,  1.797962 , -3.594594 , -2.229014 ,  1.973488 , -2.627434 , -2.866506 ,  1.532298 , -2.336420 , -1.667608 ,  1.068041 , -1.333231 , -0.900638 ,  0.260038 , -0.594165 , -1.433226 , -0.379562 , -1.241288 , -1.912329 , -1.525019 , -0.976957 , -2.264599 , -1.522831 ,  0.028507 , -2.081473 , -1.743170 ,  0.675516 , -1.041951 , -1.417539 ,  1.613741 , -1.448458 , -0.590187 ,  0.705442 , -1.762198 , -0.909753 ,  0.084755 , -0.548640 ,  0.063150 ,  0.119894 ,  0.107171 ,  0.812902 ,  0.342914 ,  0.817515 , -0.042176 ,  0.937246 ,  1.736738 ,  0.039849 ,  2.132197 ,  1.801948 ,  0.128543 ,  2.943763 ,  2.580378 , -0.488717 ,  2.203123 ,  3.540559 , -0.299137 ,  2.510478 ,  4.843980 , -0.794231 ,  2.395005 ,  5.834788 , 
 1.930937 , -3.963689 , -0.968839 ,  1.442918 , -4.005711 , -2.265803 ,  1.611799 , -2.828325 , -2.289550 ,  1.375855 , -1.650271 , -1.555101 ,  1.550394 , -0.951846 , -0.652079 ,  0.588924 , -0.801310 , -1.574261 , -0.562770 , -1.115661 , -1.831683 , -1.222463 , -0.761429 , -2.830724 , -1.476411 , -0.083521 , -1.819524 , -2.208267 ,  0.498434 , -0.898269 , -1.543631 ,  1.354837 , -1.034190 , -0.266841 ,  1.228591 , -1.627945 , -0.455669 ,  0.579361 , -0.843106 ,  0.229686 ,  0.197052 , -0.080027 , -0.018142 , -0.390427 ,  1.126625 ,  0.106123 ,  0.607911 ,  2.018368 , -0.026392 ,  1.686218 ,  1.756163 ,  0.512128 ,  2.512308 ,  2.275686 , -0.432010 ,  2.592409 ,  3.227835 , -0.613666 ,  3.073429 ,  4.526070 , -0.334253 ,  2.055842 ,  5.141326 , 
 1.850692 , -3.850517 , -1.007862 ,  0.809629 , -3.912685 , -1.688878 ,  0.947747 , -2.612453 , -1.791115 ,  1.801315 , -1.921411 , -1.266585 ,  1.858294 , -0.745672 , -1.042950 ,  0.673095 , -0.864950 , -1.786821 , -0.389476 , -0.976640 , -2.171983 , -1.157641 , -0.457923 , -2.980296 , -1.694189 ,  0.245060 , -1.983775 , -1.870060 ,  0.223309 , -0.948973 , -1.206787 ,  1.371116 , -1.404277 , -0.005414 ,  1.221927 , -1.700800 , -0.164385 ,  0.433829 , -0.609816 ,  0.598333 ,  0.485450 ,  0.093287 ,  0.027704 , -0.226173 ,  0.627023 ,  0.115450 ,  0.400109 ,  1.720773 ,  0.116780 ,  1.411824 ,  1.990262 , -0.650976 ,  2.098005 ,  2.768159 , -0.294559 ,  2.456804 ,  3.697111 , -1.185499 ,  3.008152 ,  4.645908 , -0.366133 ,  2.079086 ,  4.977010 , 
 1.895221 , -3.834422 , -1.006161 ,  0.949659 , -3.812591 , -1.921883 ,  0.851257 , -2.797468 , -1.197547 ,  1.527921 , -1.787645 , -1.474567 ,  1.054172 , -0.814346 , -1.071600 ,  0.623878 , -0.932928 , -2.310258 , -0.311459 , -1.423285 , -2.057207 , -1.267027 , -0.536905 , -2.584350 , -1.274968 ,  0.364750 , -1.973579 , -1.928225 ,  0.164887 , -0.904461 , -1.708320 ,  1.218830 , -1.344792 , -0.469320 ,  0.771812 , -1.207426 , -0.631834 ,  0.279929 , -0.021748 ,  0.143022 ,  0.835232 , -0.379825 ,  1.015772 ,  0.594212 ,  0.624595 ,  0.102353 ,  0.796139 ,  1.325886 ,  0.727133 ,  1.672665 ,  2.237200 , -0.250201 ,  2.148664 ,  2.392140 , -0.243478 ,  2.791002 ,  3.438719 , -0.961150 ,  2.110803 ,  4.379224 ,  0.071562 ,  2.437326 ,  5.064717 , 
 1.855755 , -3.945223 , -1.004232 ,  1.074218 , -3.415775 , -1.466827 ,  0.695945 , -2.093302 , -1.353447 ,  1.873302 , -1.820164 , -0.697308 ,  1.409114 , -1.059204 , -1.519109 ,  0.572149 , -0.843770 , -2.051908 , -0.467420 , -1.223277 , -2.197259 , -1.113110 , -0.567630 , -3.259372 , -0.866099 , -0.234265 , -1.929069 , -1.470578 , -0.218062 , -1.053308 , -1.864862 ,  0.804106 , -1.232341 , -0.630257 ,  0.846717 , -1.387623 , -0.396832 ,  0.455436 , -0.091102 ,  0.591941 ,  0.172504 , -0.310804 ,  0.363343 ,  1.166819 ,  0.211131 ,  0.277831 ,  0.803533 ,  1.486224 ,  0.417278 ,  2.041197 ,  1.579859 , -0.238619 ,  2.146577 ,  2.732482 , -0.675180 ,  2.763179 ,  3.756420 , -1.058677 ,  1.819263 ,  4.390936 , -0.568787 ,  2.642043 ,  5.367378 , 
 1.887481 , -3.799236 , -1.148913 ,  0.906752 , -2.981016 , -1.514942 ,  0.870268 , -2.013365 , -0.556988 ,  1.949812 , -2.093351 , -0.501021 ,  1.686664 , -1.702044 , -1.827748 ,  0.370025 , -1.726385 , -2.158573 , -0.565801 , -0.987152 , -2.188492 , -1.235377 , -0.379846 , -3.062574 , -0.597605 ,  0.025098 , -2.212174 , -0.953898 , -0.795357 , -1.141247 , -1.431449 ,  0.512073 , -1.026705 , -0.543560 ,  0.985168 , -1.199664 , -0.141320 ,  0.567224 , -0.321314 ,  0.852941 ,  0.522156 , -0.205641 ,  0.583060 ,  1.371719 ,  0.269576 ,  0.277501 ,  0.924144 ,  1.494504 , -0.576772 ,  1.952645 ,  1.492191 , -0.287496 ,  2.700229 ,  2.474594 , -0.611516 ,  2.192891 ,  3.528355 , -1.390454 ,  2.320140 ,  4.240321 , -0.901955 ,  2.556753 ,  5.496452 , 
 1.911268 , -3.619534 , -1.095218 ,  1.419933 , -3.193644 , -2.000563 ,  0.874678 , -2.689655 , -0.798768 ,  1.661043 , -2.176168 , -0.151361 ,  1.253094 , -1.709623 , -1.403495 ,  0.457470 , -1.725621 , -2.158289 , -0.635669 , -1.011551 , -2.546923 , -1.063324 , -0.135948 , -3.206730 , -1.124591 ,  0.463458 , -2.089065 , -0.412562 , -0.467426 , -1.357135 , -1.207656 ,  0.555960 , -0.806411 , -0.116158 ,  1.126837 , -1.261657 , -0.011998 ,  0.486596 , -0.487790 ,  0.802984 ,  0.643727 ,  0.281658 ,  0.532405 ,  1.658871 ,  0.286469 ,  0.343656 ,  0.906255 ,  1.434320 , -0.472461 ,  1.865123 ,  1.657962 , -1.122013 ,  2.629060 ,  2.391101 , -0.686020 ,  2.060523 ,  3.474308 , -1.504805 ,  1.722378 ,  4.458634 , -0.982075 ,  2.480843 ,  5.441200 , 
