2.680000E+2	1.620000E+2	3.480000E+2	2.420000E+2	2.490000E+2	1.490000E+2	3.690000E+2	2.690000E+2	1.000000E+0	2.000000E+2
2.129030E+5	3.079968E+2	2.020437E+2
2.130190E+5	3.079836E+2	2.019794E+2
2.131180E+5	3.079910E+2	2.019765E+2
2.132190E+5	3.079739E+2	2.019643E+2
2.133180E+5	3.079837E+2	2.019544E+2
2.134520E+5	3.079821E+2	2.019686E+2
2.135520E+5	3.079660E+2	2.019903E+2
2.137690E+5	3.079847E+2	2.019497E+2
2.138680E+5	3.079902E+2	2.019521E+2
2.139690E+5	3.079944E+2	2.019745E+2
2.141020E+5	3.079788E+2	2.019636E+2
2.142020E+5	3.079725E+2	2.019819E+2
2.143180E+5	3.079801E+2	2.019357E+2
2.144360E+5	3.080160E+2	2.019251E+2
2.145350E+5	3.080439E+2	2.019819E+2
2.147510E+5	3.079260E+2	2.017965E+2
2.148530E+5	3.079198E+2	2.018103E+2
2.149520E+5	3.079333E+2	2.017256E+2
2.150520E+5	3.078965E+2	2.016171E+2
2.151690E+5	3.078573E+2	2.014791E+2
2.152690E+5	3.079834E+2	2.012727E+2
2.153700E+5	3.079916E+2	2.012369E+2
2.154840E+5	3.079778E+2	2.010816E+2
2.155850E+5	3.079683E+2	2.010854E+2
2.156860E+5	3.079620E+2	2.010382E+2
2.158020E+5	3.079213E+2	2.009762E+2
2.159010E+5	3.079196E+2	2.009498E+2
2.160190E+5	3.079028E+2	2.009183E+2
2.161360E+5	3.078735E+2	2.008124E+2
2.162350E+5	3.078499E+2	2.007119E+2
2.163350E+5	3.078609E+2	2.006745E+2
2.164370E+5	3.078556E+2	2.006346E+2
2.165520E+5	3.078378E+2	2.005686E+2
2.166510E+5	3.078290E+2	2.004940E+2
2.167520E+5	3.079556E+2	2.004208E+2
2.168520E+5	3.079384E+2	2.003472E+2
2.169510E+5	3.079208E+2	2.002825E+2
2.170520E+5	3.079409E+2	2.002727E+2
2.171510E+5	3.078809E+2	2.002243E+2
2.172640E+5	3.078788E+2	2.001523E+2
2.173680E+5	3.079138E+2	2.002054E+2
2.174840E+5	3.078331E+2	2.000047E+2
2.175850E+5	3.078371E+2	1.999232E+2
2.176860E+5	3.078521E+2	1.999123E+2
2.177850E+5	3.078698E+2	1.998663E+2
2.178850E+5	3.078223E+2	1.998029E+2
2.179860E+5	3.078368E+2	1.997904E+2
2.181020E+5	3.077787E+2	1.996489E+2
2.182010E+5	3.077815E+2	1.995801E+2
2.183010E+5	3.077439E+2	1.995292E+2
2.184010E+5	3.078711E+2	1.993921E+2
2.185010E+5	3.078849E+2	1.992389E+2
2.186020E+5	3.078519E+2	1.992113E+2
2.187020E+5	3.078175E+2	1.991916E+2
2.188040E+5	3.078506E+2	1.991150E+2
2.189020E+5	3.078021E+2	1.990174E+2
2.190190E+5	3.077946E+2	1.990086E+2
2.191850E+5	3.077846E+2	1.988439E+2
2.192850E+5	3.077551E+2	1.987817E+2
2.193850E+5	3.077366E+2	1.987330E+2
2.194860E+5	3.077492E+2	1.987066E+2
2.195850E+5	3.076888E+2	1.986046E+2
2.196860E+5	3.077272E+2	1.985214E+2
2.197840E+5	3.078151E+2	1.983865E+2
2.198940E+5	3.078047E+2	1.983277E+2
2.200060E+5	3.077707E+2	1.981153E+2
2.201180E+5	3.077704E+2	1.980877E+2
2.202180E+5	3.077316E+2	1.980423E+2
2.203350E+5	3.076819E+2	1.979265E+2
2.204350E+5	3.076465E+2	1.978582E+2
2.205340E+5	3.076845E+2	1.978431E+2
2.206360E+5	3.076484E+2	1.977658E+2
2.207510E+5	3.076505E+2	1.977822E+2
2.208510E+5	3.076470E+2	1.976858E+2
2.209510E+5	3.076878E+2	1.976812E+2
2.210520E+5	3.076426E+2	1.976824E+2
2.211510E+5	3.076190E+2	1.976325E+2
2.212510E+5	3.076574E+2	1.975946E+2
2.213670E+5	3.075986E+2	1.975890E+2
2.214720E+5	3.075905E+2	1.974895E+2
2.215680E+5	3.075831E+2	1.975043E+2
2.216680E+5	3.077610E+2	1.973969E+2
2.217680E+5	3.077109E+2	1.973290E+2
2.218680E+5	3.077456E+2	1.973301E+2
2.219840E+5	3.076584E+2	1.971960E+2
2.220840E+5	3.076714E+2	1.971699E+2
2.222010E+5	3.076689E+2	1.971017E+2
2.223180E+5	3.076347E+2	1.970438E+2
2.224180E+5	3.076280E+2	1.969620E+2
2.225180E+5	3.075977E+2	1.969089E+2
2.226200E+5	3.076268E+2	1.968550E+2
2.227180E+5	3.075932E+2	1.968076E+2
2.228170E+5	3.075997E+2	1.967427E+2
2.229180E+5	3.074879E+2	1.969201E+2
2.230180E+5	3.076019E+2	1.966655E+2
2.231180E+5	3.074562E+2	1.967730E+2
2.232180E+5	3.075549E+2	1.966129E+2
2.233190E+5	3.075614E+2	1.965623E+2
2.234180E+5	3.075639E+2	1.965317E+2
2.235200E+5	3.074882E+2	1.966601E+2
2.236180E+5	3.075231E+2	1.964768E+2
2.237350E+5	3.076683E+2	1.964294E+2
2.238340E+5	3.076052E+2	1.963561E+2
2.239350E+5	3.076409E+2	1.963115E+2
2.240340E+5	3.076305E+2	1.962696E+2
2.241510E+5	3.075787E+2	1.961822E+2
2.242510E+5	3.075776E+2	1.961266E+2
2.244000E+5	3.075016E+2	1.960488E+2
2.245020E+5	3.075260E+2	1.959698E+2
2.246020E+5	3.074488E+2	1.960809E+2
2.247010E+5	3.075340E+2	1.959081E+2
2.248010E+5	3.075315E+2	1.958406E+2
2.249010E+5	3.074543E+2	1.959848E+2
2.250180E+5	3.075402E+2	1.958033E+2
2.251510E+5	3.074220E+2	1.959006E+2
