0,-8.04119e-07,0,5.50405e-08,0.0154955,,0,3.02946e-22
0.001,8.32269e-07,-3.07287e-08,8.21093e-09,1.10694e-14,,1,1.01167e-22
0.002,-1.09592e-06,-8.59765e-09,5.92551e-09,2.76736e-15,,2,1.09031e-23
0.003,2.9586e-07,9.41148e-08,9.24476e-08,1.22994e-15,,3,1.74042e-21
0.004,-3.06492e-07,-1.6908e-08,1.47495e-08,6.91839e-16,,4,5.03428e-23
0.005,-8.9123e-07,-3.37669e-08,5.93287e-08,4.42777e-16,,5,4.6601e-22
0.006,-5.55718e-07,4.14818e-08,5.15142e-08,3.07484e-16,,6,4.37445e-22
0.007,1.12679e-07,-5.21222e-08,-2.99273e-09,2.25907e-16,,7,2.72568e-22
0.008,9.03196e-07,7.39033e-09,3.68337e-08,1.7296e-16,,8,1.41134e-22
0.009,1.04805e-06,7.01291e-08,2.04583e-08,1.3666e-16,,9,5.33663e-22
0.01,3.44026e-07,7.52281e-08,5.79221e-08,1.10694e-16,,10,9.01425e-22
0.011,8.15816e-07,3.04096e-08,1.59543e-08,9.14829e-17,,11,1.17928e-22
0.012,1.11978e-06,4.44858e-09,3.15814e-08,7.6871e-17,,12,1.01717e-22
0.013,5.57318e-08,4.78237e-08,-2.183e-08,6.54996e-17,,13,2.76366e-22
0.014,7.31809e-07,-5.35673e-08,-4.32394e-09,5.64767e-17,,14,2.88815e-22
0.015,-1.0803e-07,-3.83761e-08,2.92911e-08,4.91975e-17,,15,2.33069e-22
0.016,-4.53302e-08,7.17523e-08,4.5291e-08,4.324e-17,,16,7.19966e-22
0.017,2.73376e-07,-2.90602e-08,-6.26974e-08,3.83025e-17,,17,4.77546e-22
0.018,-1.43949e-07,-1.20191e-08,1.9217e-08,3.41649e-17,,18,5.13751e-23
0.019,-1.36132e-06,-1.75971e-08,1.54342e-08,3.06632e-17,,19,5.4787e-23
0.02,2.58952e-07,-3.80619e-08,-4.96768e-08,2.76736e-17,,20,3.91649e-22
0.021,-1.61833e-07,1.2756e-08,3.89161e-08,2.51007e-17,,21,1.67718e-22
0.022,-1.80136e-07,-5.53588e-08,-6.09762e-08,2.28707e-17,,22,6.78269e-22
0.023,1.16551e-06,3.49657e-08,2.71242e-08,2.09252e-17,,23,1.95832e-22
0.024,1.33659e-07,-3.27275e-08,-4.64919e-08,1.92178e-17,,24,3.23259e-22
0.025,-1.90992e-07,1.43566e-08,3.15503e-08,1.77111e-17,,25,1.20153e-22
0.026,-4.55844e-07,-3.06369e-08,4.42238e-08,1.63749e-17,,26,2.89436e-22
0.027,-1.31631e-06,-1.33718e-08,-2.49702e-08,1.51844e-17,,27,8.02318e-23
0.028,1.97209e-07,4.70107e-08,-9.59774e-09,1.41192e-17,,28,2.30213e-22
0.029,3.22895e-07,-3.89894e-08,-1.04208e-07,1.31622e-17,,29,1.23796e-21
0.03,9.86177e-07,-4.69145e-08,2.83057e-08,1.22994e-17,,30,3.00218e-22
0.031,-4.74509e-07,3.60108e-08,-4.1074e-08,1.15187e-17,,31,2.98385e-22
0.032,-4.16455e-07,1.0861e-08,-4.26632e-08,1.081e-17,,32,1.93811e-22
0.033,-1.0266e-06,-1.27847e-08,-6.10576e-08,1.01648e-17,,33,3.89148e-22
0.034,8.00877e-08,1.42969e-08,2.72714e-08,9.57563e-18,,34,9.48131e-23
0.035,-9.79704e-07,4.78104e-08,3.89698e-08,9.03627e-18,,35,3.80448e-22
0.036,3.3468e-07,2.17351e-08,1.5775e-08,8.54122e-18,,36,7.21265e-23
0.037,4.94892e-07,3.41062e-08,-2.75278e-08,8.08578e-18,,37,1.92101e-22
0.038,9.96484e-08,-2.70891e-09,6.55818e-09,7.66581e-18,,38,5.03479e-24
0.039,-1.41229e-07,1.60257e-08,2.89844e-08,7.27773e-18,,39,1.09692e-22
0.04,7.21156e-07,9.03889e-09,-4.67494e-08,6.91839e-18,,40,2.26721e-22
0.041,1.05159e-06,1.6232e-08,-1.07475e-08,6.58503e-18,,41,3.78987e-23
0.042,2.47586e-07,-6.65571e-09,4.28073e-08,6.27519e-18,,42,1.87676e-22
0.043,1.05124e-07,-1.93336e-08,-1.85814e-08,5.98671e-18,,43,7.19057e-23
0.044,3.32319e-08,3.29208e-08,-4.43971e-08,5.71768e-18,,44,3.05488e-22
0.045,5.49544e-07,1.7928e-08,1.43867e-09,5.46638e-18,,45,3.23482e-23
0.046,1.70377e-06,-7.75258e-08,1.34553e-09,5.2313e-18,,46,6.01206e-22
0.047,-5.34007e-07,-5.74332e-08,-2.66169e-08,5.01106e-18,,47,4.00703e-22
0.048,8.73256e-08,-6.23756e-08,3.1137e-09,4.80444e-18,,48,3.90041e-22
0.049,5.9181e-07,-8.10744e-09,1.9127e-08,4.61034e-18,,49,4.31573e-23
0.05,8.29856e-08,-3.64226e-08,-3.3918e-08,4.42777e-18,,50,2.47704e-22
0.051,1.87021e-06,2.96323e-08,-4.214e-09,4.25584e-18,,51,8.95833e-23
0.052,7.99606e-07,3.0531e-08,-7.23822e-09,4.09372e-18,,52,9.84533e-23
0.053,-1.25462e-07,-6.55759e-10,-5.95976e-10,3.9407e-18,,53,7.85207e-26
0.054,1.23788e-06,-3.34214e-08,1.51705e-08,3.7961e-18,,54,1.34714e-22
0.055,2.24026e-07,-1.5223e-08,-7.50418e-08,3.65931e-18,,55,5.86301e-22
0.056,-4.34856e-07,3.03028e-08,-1.54874e-08,3.52979e-18,,56,1.15812e-22
0.057,-2.92117e-07,-2.60556e-08,-5.24626e-08,3.40703e-18,,57,3.43121e-22
0.058,-1.88291e-07,1.11541e-08,-5.58283e-08,3.29056e-18,,58,3.24122e-22
0.059,-4.63466e-09,-7.37826e-08,-3.57649e-08,3.17996e-18,,59,6.723e-22
0.06,1.12004e-06,-5.16583e-08,5.29382e-08,3.07484e-18,,60,5.47103e-22
0.061,9.09625e-07,-8.11763e-08,3.83382e-08,2.97485e-18,,61,8.05941e-22
0.062,2.27725e-08,1.47934e-08,6.85109e-08,2.87966e-18,,62,4.91259e-22
0.063,-1.08928e-07,2.39298e-08,4.14572e-09,2.78897e-18,,63,5.89822e-23
0.064,2.66509e-07,-4.9584e-08,-3.27016e-09,2.7025e-18,,64,2.46927e-22
0.065,-7.0653e-08,9.41436e-08,-1.31225e-08,2.61998e-18,,65,9.03522e-22
0.066,5.79208e-07,6.03215e-08,-2.97514e-08,2.54119e-18,,66,4.52382e-22
0.067,4.12186e-07,-4.93389e-08,1.72173e-08,2.4659e-18,,67,2.73076e-22
0.068,8.10394e-08,3.21066e-08,-2.07466e-08,2.39391e-18,,68,1.46126e-22
0.069,1.42337e-06,-3.82418e-08,2.00343e-08,2.32502e-18,,69,1.86381e-22
0.07,-6.05594e-07,-2.33045e-08,-3.16422e-08,2.25907e-18,,70,1.54433e-22
0.071,-5.6635e-07,1.65041e-08,-7.06718e-08,2.19588e-18,,71,5.2669e-22
0.072,1.33054e-07,-8.03284e-08,-3.23928e-08,2.13531e-18,,72,7.50194e-22
0.073,-7.38373e-07,1.72138e-08,1.04937e-09,2.07721e-18,,73,2.97418e-23
0.074,-1.19659e-07,3.19686e-08,-3.14817e-09,2.02144e-18,,74,1.0319e-22
0.075,1.70263e-07,-9.07069e-09,-3.92361e-09,1.9679e-18,,75,9.76721e-24
0.076,-2.21803e-08,-2.24897e-08,-2.76436e-08,1.91645e-18,,76,1.26995e-22
0.077,-3.65462e-07,5.20077e-08,4.00141e-08,1.867e-18,,77,4.30593e-22
0.078,-6.90314e-07,-2.66262e-08,3.73535e-08,1.81943e-18,,78,2.10424e-22
0.079,1.00531e-06,-2.71561e-08,1.85359e-08,1.77366e-18,,79,1.08103e-22
0.08,1.30689e-08,-9.3837e-08,1.09286e-08,1.7296e-18,,80,8.92482e-22
0.081,1.19181e-07,1.94771e-08,1.53384e-08,1.68716e-18,,81,6.14623e-23
0.082,-7.85388e-08,4.69016e-08,-7.61282e-08,1.64626e-18,,82,7.99526e-22
0.083,5.81458e-07,-2.08326e-08,-1.4086e-08,1.60683e-18,,83,6.32413e-23
0.084,-7.92005e-07,2.37645e-08,-6.50988e-08,1.5688e-18,,84,4.80261e-22
0.085,6.33794e-07,7.13063e-09,-5.10566e-08,1.5321e-18,,85,2.65762e-22
0.086,-2.95825e-07,-2.7533e-08,4.01172e-08,1.49668e-18,,86,2.36745e-22
0.087,-3.86642e-07,-3.24844e-08,-3.85259e-08,1.46247e-18,,87,2.53948e-22
0.088,-5.20327e-08,4.10161e-08,4.92032e-08,1.42942e-18,,88,4.10328e-22
0.089,7.19809e-07,1.17568e-08,9.96968e-09,1.39748e-18,,89,2.37617e-23
0.09,4.26487e-07,1.93454e-08,-1.41596e-08,1.3666e-18,,90,5.74742e-23
0.091,-1.08322e-06,-4.14979e-08,-4.20749e-08,1.33673e-18,,91,3.49237e-22
0.092,2.61241e-07,-3.50492e-08,-6.19165e-08,1.30782e-18,,92,5.0621e-22
0.093,-1.0574e-06,4.35045e-08,-1.56512e-08,1.27985e-18,,93,2.1376e-22
0.094,3.83264e-07,2.77439e-08,1.319e-09,1.25276e-18,,94,7.71464e-23
0.095,3.30892e-07,2.84063e-08,7.58856e-08,1.22653e-18,,95,6.56554e-22
0.096,-6.87174e-07,-3.04279e-09,-8.66176e-08,1.20111e-18,,96,7.51187e-22
0.097,-6.34311e-07,-3.71612e-09,-3.92854e-08,1.17647e-18,,97,1.55715e-22
0.098,-8.29518e-07,3.18632e-08,6.9358e-08,1.15259e-18,,98,5.8258e-22
0.099,-1.75483e-07,-1.26433e-07,-5.01241e-08,1.12942e-18,,99,1.84978e-21
0.1,-1.83027e-07,-8.37011e-08,-4.19145e-08,1.10694e-18,,100,8.7627e-22
0.101,2.03119e-07,6.36049e-09,4.20563e-08,1.08513e-18,,101,1.80918e-22
0.102,6.55781e-07,-3.81231e-08,-1.52119e-07,1.06396e-18,,102,2.45934e-21
0.103,4.81758e-07,-2.63245e-08,-2.80577e-08,1.0434e-18,,103,1.48021e-22
0.104,7.10075e-07,7.16221e-08,-1.87363e-08,1.02343e-18,,104,5.48078e-22
0.105,-8.06683e-07,-4.06424e-08,-2.3593e-08,1.00403e-18,,105,2.20843e-22
0.106,2.17422e-07,-1.70718e-08,-3.96538e-08,9.85175e-19,,106,1.86387e-22
0.107,2.68076e-07,3.77715e-08,-1.2123e-07,9.66847e-19,,107,1.61233e-21
0.108,3.81125e-07,-1.64726e-08,-1.08159e-07,9.49025e-19,,108,1.19697e-21
0.109,4.11687e-07,-3.71713e-09,-5.9037e-08,9.31692e-19,,109,3.49919e-22
0.11,-4.22843e-07,-8.98132e-08,-5.83714e-08,9.14829e-19,,110,1.14736e-21
0.111,-1.71345e-07,-6.56311e-08,-2.21932e-08,8.9842e-19,,111,4.79997e-22
0.112,-7.37012e-07,-2.17415e-08,-1.49904e-08,8.82448e-19,,112,6.97403e-23
0.113,9.90451e-08,-1.03655e-07,4.19624e-08,8.66899e-19,,113,1.25052e-21
0.114,3.54924e-07,-9.77432e-08,4.28629e-09,8.51757e-19,,114,9.57211e-22
0.115,2.25467e-07,-3.21869e-08,-5.7512e-08,8.37008e-19,,115,4.34363e-22
0.116,2.76324e-07,-1.59229e-08,1.40984e-08,8.22639e-19,,116,4.52302e-23
0.117,7.05436e-07,1.68241e-08,-2.96821e-08,8.08637e-19,,117,1.16408e-22
0.118,3.00374e-07,3.05667e-08,4.06175e-08,7.94989e-19,,118,2.58411e-22
0.119,8.81865e-07,-2.50931e-10,-9.25444e-08,7.81684e-19,,119,8.56452e-22
0.12,9.20626e-08,6.56594e-08,1.1938e-08,7.6871e-19,,120,4.45367e-22
0.121,-2.05417e-07,-2.07603e-08,3.97957e-08,7.56057e-19,,121,2.01469e-22
0.122,-9.53021e-07,-9.62448e-09,2.44642e-08,7.43713e-19,,122,6.91126e-23
0.123,-4.58207e-07,-1.66654e-08,-2.45974e-08,7.31669e-19,,123,8.82767e-23
0.124,-2.70957e-07,-4.94809e-08,-5.55003e-08,7.19916e-19,,124,5.52864e-22
0.125,-1.38583e-07,-2.57894e-09,7.55838e-08,7.08443e-19,,125,5.71956e-22
0.126,1.41737e-07,4.53411e-08,-3.11167e-08,6.97243e-19,,126,3.02407e-22
0.127,-5.80515e-07,-2.02324e-08,2.63865e-08,6.86306e-19,,127,1.1056e-22
0.128,4.6945e-08,-2.80412e-08,-1.11782e-08,6.75624e-19,,128,9.1126e-23
0.129,3.18325e-07,3.98651e-09,3.94099e-08,6.6519e-19,,129,1.56903e-22
0.13,-1.44261e-07,-2.50024e-08,9.6213e-08,6.54996e-19,,130,9.88207e-22
0.131,2.01516e-06,-3.46332e-08,4.37386e-08,6.45034e-19,,131,3.11252e-22
0.132,-4.54255e-07,4.532e-08,5.4852e-08,6.35298e-19,,132,5.06264e-22
0.133,-4.34981e-07,-7.06019e-08,1.94675e-08,6.2578e-19,,133,5.36361e-22
0.134,1.58233e-06,-7.56886e-09,3.07646e-08,6.16475e-19,,134,1.00375e-22
0.135,9.72512e-07,8.633e-08,-5.04534e-08,6.07376e-19,,135,9.99842e-22
0.136,3.17766e-07,2.8616e-08,2.39483e-10,5.98477e-19,,136,8.18933e-23
0.137,-2.97126e-07,1.56623e-09,9.61496e-08,5.89772e-19,,137,9.2472e-22
0.138,4.93251e-07,2.3071e-08,1.80997e-08,5.81255e-19,,138,8.59872e-23
0.139,1.43358e-06,7.83579e-08,2.30016e-08,5.72922e-19,,139,6.66903e-22
0.14,-7.16013e-07,-2.21823e-08,7.97363e-09,5.64767e-19,,140,5.55633e-23
0.141,5.64824e-07,-1.47556e-08,-6.37863e-08,5.56784e-19,,141,4.28642e-22
0.142,2.23689e-07,7.55546e-09,1.3752e-08,5.4897e-19,,142,2.46203e-23
0.143,-2.38922e-07,-2.52182e-08,3.98729e-08,5.41319e-19,,143,2.22581e-22
0.144,2.24038e-07,3.24462e-09,2.10021e-08,5.33827e-19,,144,4.51616e-23
0.145,-5.28854e-09,1.12417e-07,9.91872e-08,5.26489e-19,,145,2.24758e-21
0.146,7.01767e-07,-2.00491e-08,-1.65401e-08,5.19301e-19,,146,6.75541e-23
0.147,-3.71757e-07,1.5935e-08,5.41128e-08,5.1226e-19,,147,3.18211e-22
0.148,1.08871e-08,8.47504e-08,-4.53255e-08,5.05361e-19,,148,9.23703e-22
0.149,-3.75643e-07,6.12244e-08,6.62408e-08,4.986e-19,,149,8.13626e-22
0.15,6.70436e-07,-2.70832e-09,-2.57326e-08,4.91975e-19,,150,6.695e-23
0.151,-1.73448e-07,2.5605e-08,-2.25171e-08,4.8548e-19,,151,1.16263e-22
0.152,4.25796e-08,-4.26494e-08,-2.70554e-08,4.79113e-19,,152,2.55096e-22
0.153,-9.36597e-07,-2.89604e-08,4.00399e-08,4.72871e-19,,153,2.4419e-22
0.154,5.86217e-08,-1.71205e-08,9.07374e-08,4.66749e-19,,154,8.52638e-22
0.155,-1.99776e-08,2.74618e-08,-7.70521e-08,4.60746e-19,,155,6.69118e-22
0.156,9.59444e-07,3.08289e-08,1.31302e-08,4.54858e-19,,156,1.12282e-22
0.157,-5.42858e-07,-1.05367e-07,-5.14543e-08,4.49082e-19,,157,1.37498e-21
0.158,-2.05849e-07,5.20931e-08,3.66672e-08,4.43416e-19,,158,4.05817e-22
0.159,-1.19018e-07,-4.39932e-08,-5.66601e-08,4.37856e-19,,159,5.14577e-22
0.16,-8.42253e-07,3.62565e-08,-2.14233e-08,4.324e-19,,160,1.77349e-22
0.161,3.4654e-07,6.91401e-08,1.02287e-07,4.27045e-19,,161,1.52429e-21
0.162,4.76727e-07,2.19825e-09,-7.71252e-08,4.21789e-19,,162,5.95313e-22
0.163,-1.4659e-07,-1.77356e-08,2.97331e-09,4.16629e-19,,163,3.23392e-23
0.164,3.69229e-07,-2.01097e-08,-7.60165e-08,4.11564e-19,,164,6.18291e-22
0.165,1.31059e-06,3.51999e-08,2.66547e-08,4.06591e-19,,165,1.94951e-22
0.166,-8.24662e-07,4.93266e-08,1.96815e-08,4.01707e-19,,166,2.82048e-22
0.167,-3.36706e-07,-5.08235e-08,6.75087e-08,3.9691e-19,,167,7.14045e-22
0.168,3.55671e-07,2.65554e-08,9.21396e-09,3.92199e-19,,168,7.90084e-23
0.169,-1.55313e-07,5.14121e-09,5.94659e-08,3.87571e-19,,169,3.56263e-22
0.17,-1.78047e-07,-7.27241e-08,1.55616e-09,3.83025e-19,,170,5.29122e-22
0.171,1.08791e-06,-7.31159e-08,-1.28523e-08,3.78558e-19,,171,5.51111e-22
0.172,2.87958e-07,-8.39677e-08,1.87708e-08,3.74169e-19,,172,7.40293e-22
0.173,7.70645e-07,-1.60723e-08,1.48029e-08,3.69856e-19,,173,4.77446e-23
0.174,2.98261e-08,-1.68321e-08,-4.17952e-08,3.65617e-19,,174,2.03015e-22
0.175,-4.75824e-07,1.13767e-08,3.54037e-09,3.61451e-19,,175,1.41963e-23
0.176,-7.93287e-08,-1.18295e-08,-2.94445e-08,3.57355e-19,,176,1.00691e-22
0.177,-1.86876e-06,7.12552e-08,1.19493e-08,3.53328e-19,,177,5.22009e-22
0.178,-3.23249e-07,9.69564e-08,-4.39828e-08,3.4937e-19,,178,1.1335e-21
0.179,2.96604e-07,-6.60797e-08,7.36422e-08,3.45477e-19,,179,9.7897e-22
0.18,-5.52961e-07,3.26183e-08,4.1485e-08,3.41649e-19,,180,2.78496e-22
0.181,4.80141e-08,2.24713e-08,8.48354e-08,3.37884e-19,,181,7.702e-22
0.182,2.94898e-07,2.89831e-08,5.11021e-08,3.34181e-19,,182,3.45145e-22
0.183,6.58484e-07,-5.28021e-09,-1.35538e-08,3.30539e-19,,183,2.11586e-23
0.184,2.27849e-07,2.85834e-09,2.59936e-08,3.26956e-19,,184,6.83835e-23
0.185,-3.37702e-08,3.12313e-08,4.8997e-09,3.23431e-19,,185,9.99403e-23
0.186,-1.94317e-07,-7.8756e-08,-8.36621e-09,3.19963e-19,,186,6.27251e-22
0.187,-4.32026e-07,-7.97508e-08,5.17528e-08,3.1655e-19,,187,9.03855e-22
0.188,7.6979e-08,4.03902e-08,-4.48956e-08,3.13191e-19,,188,3.64698e-22
0.189,-1.24304e-07,-5.36796e-08,3.36624e-08,3.09886e-19,,189,4.01465e-22
0.19,3.31304e-07,-2.34543e-08,1.02824e-08,3.06632e-19,,190,6.55833e-23
0.191,4.94737e-08,-5.83777e-08,-4.09157e-08,3.0343e-19,,191,5.08205e-22
0.192,-3.79041e-07,3.37314e-08,1.28568e-07,3.00277e-19,,192,1.76675e-21
0.193,-9.19885e-07,-1.36715e-08,4.55522e-08,2.97174e-19,,193,2.26192e-22
0.194,7.98996e-07,2.04095e-08,5.32022e-08,2.94118e-19,,194,3.24702e-22
0.195,-8.40174e-07,7.29447e-08,-4.89547e-08,2.91109e-19,,195,7.7175e-22
0.196,-8.75976e-07,-3.49515e-08,-3.20841e-08,2.88146e-19,,196,2.25099e-22
0.197,1.48459e-06,6.59846e-09,1.01923e-08,2.85228e-19,,197,1.47422e-23
0.198,1.51864e-06,-4.04205e-08,6.33798e-08,2.82355e-19,,198,5.65081e-22
0.199,-5.40432e-07,-1.31575e-08,7.29416e-08,2.79524e-19,,199,5.4936e-22
0.2,-2.90626e-07,-3.94969e-08,2.86033e-09,2.76736e-19,,200,1.56818e-22
0.201,3.64314e-07,5.31416e-08,1.76666e-09,2.73989e-19,,201,2.82715e-22
0.202,1.42424e-08,7.36833e-08,-5.68336e-08,2.71283e-19,,202,8.65929e-22
0.203,-1.01238e-06,7.63047e-08,-4.14191e-08,2.68617e-19,,203,7.53794e-22
0.204,7.02323e-07,-5.6882e-08,-3.03464e-08,2.6599e-19,,204,4.15647e-22
0.205,-2.1207e-07,-1.83822e-08,-4.41939e-08,2.63401e-19,,205,2.291e-22
