extension(um),extension/L,force(pN),Lpeff(nm)
0.53385,0.134879,0.0169931,50
0.5339,0.134891,0.0169948,50
0.53395,0.134904,0.0169964,50
0.534,0.134917,0.0169981,50
0.53405,0.134929,0.0169997,50
0.5341,0.134942,0.0170014,50
0.53415,0.134955,0.017003,50
0.5342,0.134967,0.0170047,50
0.53425,0.13498,0.0170063,50
0.5343,0.134992,0.017008,50
0.53435,0.135005,0.0170096,50
0.5344,0.135018,0.0170113,50
0.53445,0.13503,0.0170129,50
0.5345,0.135043,0.0170146,50
0.53455,0.135056,0.0170162,50
0.5346,0.135068,0.0170179,50
0.53465,0.135081,0.0170195,50
0.5347,0.135093,0.0170212,50
0.53475,0.135106,0.0170228,50
0.5348,0.135119,0.0170245,50
0.53485,0.135131,0.0170261,50
0.5349,0.135144,0.0170278,50
0.53495,0.135157,0.0170294,50
0.535,0.135169,0.0170311,50
0.53505,0.135182,0.0170327,50
0.5351,0.135195,0.0170344,50
0.53515,0.135207,0.017036,50
0.5352,0.13522,0.0170377,50
0.53525,0.135232,0.0170393,50
0.5353,0.135245,0.0170409,50
0.53535,0.135258,0.0170426,50
0.5354,0.13527,0.0170442,50
0.53545,0.135283,0.0170459,50
0.5355,0.135296,0.0170475,50
0.53555,0.135308,0.0170492,50
0.5356,0.135321,0.0170508,50
0.53565,0.135334,0.0170525,50
0.5357,0.135346,0.0170541,50
0.53575,0.135359,0.0170558,50
0.5358,0.135371,0.0170574,50
0.53585,0.135384,0.0170591,50
0.5359,0.135397,0.0170607,50
0.53595,0.135409,0.0170624,50
0.536,0.135422,0.017064,50
0.53605,0.135435,0.0170657,50
0.5361,0.135447,0.0170673,50
0.53615,0.13546,0.017069,50
0.5362,0.135472,0.0170706,50
0.53625,0.135485,0.0170723,50
0.5363,0.135498,0.0170739,50
0.53635,0.13551,0.0170756,50
0.5364,0.135523,0.0170772,50
0.53645,0.135536,0.0170789,50
0.5365,0.135548,0.0170805,50
0.53655,0.135561,0.0170822,50
0.5366,0.135574,0.0170838,50
0.53665,0.135586,0.0170855,50
0.5367,0.135599,0.0170871,50
0.53675,0.135611,0.0170888,50
0.5368,0.135624,0.0170904,50
0.53685,0.135637,0.0170921,50
0.5369,0.135649,0.0170937,50
0.53695,0.135662,0.0170954,50
0.537,0.135675,0.017097,50
0.53705,0.135687,0.0170987,50
0.5371,0.1357,0.0171003,50
0.53715,0.135712,0.017102,50
0.5372,0.135725,0.0171036,50
0.53725,0.135738,0.0171053,50
0.5373,0.13575,0.0171069,50
0.53735,0.135763,0.0171086,50
0.5374,0.135776,0.0171102,50
0.53745,0.135788,0.0171119,50
0.5375,0.135801,0.0171135,50
0.53755,0.135814,0.0171152,50
0.5376,0.135826,0.0171168,50
0.53765,0.135839,0.0171185,50
0.5377,0.135851,0.0171201,50
0.53775,0.135864,0.0171218,50
0.5378,0.135877,0.0171234,50
0.53785,0.135889,0.0171251,50
0.5379,0.135902,0.0171267,50
0.53795,0.135915,0.0171284,50
0.538,0.135927,0.01713,50
0.53805,0.13594,0.0171317,50
0.5381,0.135953,0.0171333,50
0.53815,0.135965,0.017135,50
0.5382,0.135978,0.0171366,50
0.53825,0.13599,0.0171383,50
0.5383,0.136003,0.0171399,50
0.53835,0.136016,0.0171416,50
0.5384,0.136028,0.0171432,50
0.53845,0.136041,0.0171449,50
0.5385,0.136054,0.0171465,50
0.53855,0.136066,0.0171482,50
0.5386,0.136079,0.0171498,50
0.53865,0.136091,0.0171515,50
0.5387,0.136104,0.0171531,50
0.53875,0.136117,0.0171548,50
0.5388,0.136129,0.0171565,50
0.53885,0.136142,0.0171581,50
0.5389,0.136155,0.0171598,50
0.53895,0.136167,0.0171614,50
0.539,0.13618,0.0171631,50
0.53905,0.136193,0.0171647,50
0.5391,0.136205,0.0171664,50
0.53915,0.136218,0.017168,50
0.5392,0.13623,0.0171697,50
0.53925,0.136243,0.0171713,50
0.5393,0.136256,0.017173,50
0.53935,0.136268,0.0171746,50
0.5394,0.136281,0.0171763,50
0.53945,0.136294,0.0171779,50
0.5395,0.136306,0.0171796,50
0.53955,0.136319,0.0171812,50
0.5396,0.136331,0.0171829,50
0.53965,0.136344,0.0171845,50
0.5397,0.136357,0.0171862,50
0.53975,0.136369,0.0171878,50
0.5398,0.136382,0.0171895,50
0.53985,0.136395,0.0171911,50
0.5399,0.136407,0.0171928,50
0.53995,0.13642,0.0171944,50
0.54,0.136433,0.0171961,50
0.54005,0.136445,0.0171977,50
0.5401,0.136458,0.0171994,50
0.54015,0.13647,0.017201,50
0.5402,0.136483,0.0172027,50
0.54025,0.136496,0.0172043,50
0.5403,0.136508,0.017206,50
0.54035,0.136521,0.0172076,50
0.5404,0.136534,0.0172093,50
0.54045,0.136546,0.0172109,50
0.5405,0.136559,0.0172126,50
0.54055,0.136572,0.0172142,50
0.5406,0.136584,0.0172159,50
0.54065,0.136597,0.0172175,50
0.5407,0.136609,0.0172192,50
0.54075,0.136622,0.0172208,50
0.5408,0.136635,0.0172225,50
0.54085,0.136647,0.0172241,50
0.5409,0.13666,0.0172258,50
0.54095,0.136673,0.0172274,50
0.541,0.136685,0.0172291,50
0.54105,0.136698,0.0172307,50
0.5411,0.13671,0.0172324,50
0.54115,0.136723,0.0172341,50
0.5412,0.136736,0.0172357,50
0.54125,0.136748,0.0172374,50
0.5413,0.136761,0.017239,50
0.54135,0.136774,0.0172407,50
0.5414,0.136786,0.0172423,50
0.54145,0.136799,0.017244,50
0.5415,0.136812,0.0172456,50
0.54155,0.136824,0.0172473,50
0.5416,0.136837,0.0172489,50
0.54165,0.136849,0.0172506,50
0.5417,0.136862,0.0172522,50
0.54175,0.136875,0.0172539,50
0.5418,0.136887,0.0172555,50
0.54185,0.1369,0.0172572,50
0.5419,0.136913,0.0172588,50
0.54195,0.136925,0.0172605,50
0.542,0.136938,0.0172621,50
0.54205,0.13695,0.0172638,50
0.5421,0.136963,0.0172654,50
0.54215,0.136976,0.0172671,50
0.5422,0.136988,0.0172687,50
0.54225,0.137001,0.0172704,50
0.5423,0.137014,0.017272,50
0.54235,0.137026,0.0172737,50
0.5424,0.137039,0.0172753,50
0.54245,0.137052,0.017277,50
0.5425,0.137064,0.0172787,50
0.54255,0.137077,0.0172803,50
0.5426,0.137089,0.017282,50
0.54265,0.137102,0.0172836,50
0.5427,0.137115,0.0172853,50
0.54275,0.137127,0.0172869,50
0.5428,0.13714,0.0172886,50
0.54285,0.137153,0.0172902,50
0.5429,0.137165,0.0172919,50
0.54295,0.137178,0.0172935,50
0.543,0.137191,0.0172952,50
0.54305,0.137203,0.0172968,50
0.5431,0.137216,0.0172985,50
0.54315,0.137228,0.0173001,50
0.5432,0.137241,0.0173018,50
0.54325,0.137254,0.0173034,50
0.5433,0.137266,0.0173051,50
0.54335,0.137279,0.0173067,50
0.5434,0.137292,0.0173084,50
0.54345,0.137304,0.01731,50
0.5435,0.137317,0.0173117,50
0.54355,0.137329,0.0173133,50
0.5436,0.137342,0.017315,50
0.54365,0.137355,0.0173167,50
0.5437,0.137367,0.0173183,50
0.54375,0.13738,0.01732,50
0.5438,0.137393,0.0173216,50
0.54385,0.137405,0.0173233,50
0.5439,0.137418,0.0173249,50
0.54395,0.137431,0.0173266,50
0.544,0.137443,0.0173282,50
0.54405,0.137456,0.0173299,50
0.5441,0.137468,0.0173315,50
0.54415,0.137481,0.0173332,50
0.5442,0.137494,0.0173348,50
0.54425,0.137506,0.0173365,50
0.5443,0.137519,0.0173381,50
0.54435,0.137532,0.0173398,50
0.5444,0.137544,0.0173414,50
0.54445,0.137557,0.0173431,50
0.5445,0.137569,0.0173447,50
0.54455,0.137582,0.0173464,50
0.5446,0.137595,0.0173481,50
0.54465,0.137607,0.0173497,50
0.5447,0.13762,0.0173514,50
0.54475,0.137633,0.017353,50
0.5448,0.137645,0.0173547,50
0.54485,0.137658,0.0173563,50
0.5449,0.137671,0.017358,50
0.54495,0.137683,0.0173596,50
0.545,0.137696,0.0173613,50
0.54505,0.137708,0.0173629,50
0.5451,0.137721,0.0173646,50
0.54515,0.137734,0.0173662,50
0.5452,0.137746,0.0173679,50
0.54525,0.137759,0.0173695,50
0.5453,0.137772,0.0173712,50
0.54535,0.137784,0.0173728,50
0.5454,0.137797,0.0173745,50
0.54545,0.137809,0.0173762,50
0.5455,0.137822,0.0173778,50
0.54555,0.137835,0.0173795,50
0.5456,0.137847,0.0173811,50
0.54565,0.13786,0.0173828,50
0.5457,0.137873,0.0173844,50
0.54575,0.137885,0.0173861,50
0.5458,0.137898,0.0173877,50
0.54585,0.137911,0.0173894,50
0.5459,0.137923,0.017391,50
0.54595,0.137936,0.0173927,50
0.546,0.137948,0.0173943,50
0.54605,0.137961,0.017396,50
0.5461,0.137974,0.0173976,50
0.54615,0.137986,0.0173993,50
0.5462,0.137999,0.017401,50
0.54625,0.138012,0.0174026,50
0.5463,0.138024,0.0174043,50
0.54635,0.138037,0.0174059,50
0.5464,0.13805,0.0174076,50
0.54645,0.138062,0.0174092,50
0.5465,0.138075,0.0174109,50
0.54655,0.138087,0.0174125,50
0.5466,0.1381,0.0174142,50
0.54665,0.138113,0.0174158,50
0.5467,0.138125,0.0174175,50
0.54675,0.138138,0.0174191,50
0.5468,0.138151,0.0174208,50
0.54685,0.138163,0.0174225,50
0.5469,0.138176,0.0174241,50
0.54695,0.138188,0.0174258,50
0.547,0.138201,0.0174274,50
0.54705,0.138214,0.0174291,50
0.5471,0.138226,0.0174307,50
0.54715,0.138239,0.0174324,50
0.5472,0.138252,0.017434,50
0.54725,0.138264,0.0174357,50
0.5473,0.138277,0.0174373,50
0.54735,0.13829,0.017439,50
0.5474,0.138302,0.0174406,50
0.54745,0.138315,0.0174423,50
0.5475,0.138327,0.017444,50
0.54755,0.13834,0.0174456,50
0.5476,0.138353,0.0174473,50
0.54765,0.138365,0.0174489,50
0.5477,0.138378,0.0174506,50
0.54775,0.138391,0.0174522,50
0.5478,0.138403,0.0174539,50
0.54785,0.138416,0.0174555,50
0.5479,0.138428,0.0174572,50
0.54795,0.138441,0.0174588,50
0.548,0.138454,0.0174605,50
0.54805,0.138466,0.0174621,50
0.5481,0.138479,0.0174638,50
0.54815,0.138492,0.0174655,50
0.5482,0.138504,0.0174671,50
0.54825,0.138517,0.0174688,50
0.5483,0.13853,0.0174704,50
0.54835,0.138542,0.0174721,50
0.5484,0.138555,0.0174737,50
0.54845,0.138567,0.0174754,50
0.5485,0.13858,0.017477,50
0.54855,0.138593,0.0174787,50
0.5486,0.138605,0.0174803,50
0.54865,0.138618,0.017482,50
0.5487,0.138631,0.0174837,50
0.54875,0.138643,0.0174853,50
0.5488,0.138656,0.017487,50
0.54885,0.138669,0.0174886,50
0.5489,0.138681,0.0174903,50
0.54895,0.138694,0.0174919,50
0.549,0.138706,0.0174936,50
0.54905,0.138719,0.0174952,50
0.5491,0.138732,0.0174969,50
0.54915,0.138744,0.0174985,50
0.5492,0.138757,0.0175002,50
0.54925,0.13877,0.0175019,50
0.5493,0.138782,0.0175035,50
0.54935,0.138795,0.0175052,50
0.5494,0.138807,0.0175068,50
0.54945,0.13882,0.0175085,50
0.5495,0.138833,0.0175101,50
0.54955,0.138845,0.0175118,50
0.5496,0.138858,0.0175134,50
0.54965,0.138871,0.0175151,50
0.5497,0.138883,0.0175167,50
0.54975,0.138896,0.0175184,50
0.5498,0.138909,0.0175201,50
0.54985,0.138921,0.0175217,50
0.5499,0.138934,0.0175234,50
0.54995,0.138946,0.017525,50
0.55,0.138959,0.0175267,50
0.55005,0.138972,0.0175283,50
0.5501,0.138984,0.01753,50
0.55015,0.138997,0.0175316,50
0.5502,0.13901,0.0175333,50
0.55025,0.139022,0.0175349,50
0.5503,0.139035,0.0175366,50
0.55035,0.139047,0.0175383,50
0.5504,0.13906,0.0175399,50
0.55045,0.139073,0.0175416,50
0.5505,0.139085,0.0175432,50
0.55055,0.139098,0.0175449,50
0.5506,0.139111,0.0175465,50
0.55065,0.139123,0.0175482,50
0.5507,0.139136,0.0175498,50
0.55075,0.139149,0.0175515,50
0.5508,0.139161,0.0175532,50
0.55085,0.139174,0.0175548,50
0.5509,0.139186,0.0175565,50
0.55095,0.139199,0.0175581,50
0.551,0.139212,0.0175598,50
0.55105,0.139224,0.0175614,50
0.5511,0.139237,0.0175631,50
0.55115,0.13925,0.0175647,50
0.5512,0.139262,0.0175664,50
0.55125,0.139275,0.0175681,50
0.5513,0.139288,0.0175697,50
0.55135,0.1393,0.0175714,50
0.5514,0.139313,0.017573,50
0.55145,0.139325,0.0175747,50
0.5515,0.139338,0.0175763,50
0.55155,0.139351,0.017578,50
0.5516,0.139363,0.0175796,50
0.55165,0.139376,0.0175813,50
0.5517,0.139389,0.0175829,50
0.55175,0.139401,0.0175846,50
0.5518,0.139414,0.0175863,50
0.55185,0.139426,0.0175879,50
0.5519,0.139439,0.0175896,50
0.55195,0.139452,0.0175912,50
0.552,0.139464,0.0175929,50
0.55205,0.139477,0.0175945,50
0.5521,0.13949,0.0175962,50
0.55215,0.139502,0.0175979,50
0.5522,0.139515,0.0175995,50
0.55225,0.139528,0.0176012,50
0.5523,0.13954,0.0176028,50
0.55235,0.139553,0.0176045,50
0.5524,0.139565,0.0176061,50
0.55245,0.139578,0.0176078,50
0.5525,0.139591,0.0176094,50
0.55255,0.139603,0.0176111,50
0.5526,0.139616,0.0176128,50
0.55265,0.139629,0.0176144,50
0.5527,0.139641,0.0176161,50
0.55275,0.139654,0.0176177,50
0.5528,0.139666,0.0176194,50
0.55285,0.139679,0.017621,50
0.5529,0.139692,0.0176227,50
0.55295,0.139704,0.0176243,50
0.553,0.139717,0.017626,50
0.55305,0.13973,0.0176277,50
0.5531,0.139742,0.0176293,50
0.55315,0.139755,0.017631,50
0.5532,0.139768,0.0176326,50
0.55325,0.13978,0.0176343,50
0.5533,0.139793,0.0176359,50
0.55335,0.139805,0.0176376,50
0.5534,0.139818,0.0176392,50
0.55345,0.139831,0.0176409,50
0.5535,0.139843,0.0176426,50
0.55355,0.139856,0.0176442,50
0.5536,0.139869,0.0176459,50
0.55365,0.139881,0.0176475,50
0.5537,0.139894,0.0176492,50
0.55375,0.139907,0.0176508,50
0.5538,0.139919,0.0176525,50
0.55385,0.139932,0.0176542,50
0.5539,0.139944,0.0176558,50
0.55395,0.139957,0.0176575,50
0.554,0.13997,0.0176591,50
0.55405,0.139982,0.0176608,50
0.5541,0.139995,0.0176624,50
0.55415,0.140008,0.0176641,50
0.5542,0.14002,0.0176658,50
0.55425,0.140033,0.0176674,50
0.5543,0.140045,0.0176691,50
0.55435,0.140058,0.0176707,50
0.5544,0.140071,0.0176724,50
0.55445,0.140083,0.017674,50
0.5545,0.140096,0.0176757,50
0.55455,0.140109,0.0176773,50
0.5546,0.140121,0.017679,50
0.55465,0.140134,0.0176807,50
0.5547,0.140147,0.0176823,50
0.55475,0.140159,0.017684,50
0.5548,0.140172,0.0176856,50
0.55485,0.140184,0.0176873,50
0.5549,0.140197,0.0176889,50
0.55495,0.14021,0.0176906,50
0.555,0.140222,0.0176923,50
0.55505,0.140235,0.0176939,50
0.5551,0.140248,0.0176956,50
0.55515,0.14026,0.0176972,50
0.5552,0.140273,0.0176989,50
0.55525,0.140285,0.0177005,50
0.5553,0.140298,0.0177022,50
0.55535,0.140311,0.0177039,50
0.5554,0.140323,0.0177055,50
0.55545,0.140336,0.0177072,50
0.5555,0.140349,0.0177088,50
0.55555,0.140361,0.0177105,50
0.5556,0.140374,0.0177121,50
0.55565,0.140387,0.0177138,50
0.5557,0.140399,0.0177155,50
0.55575,0.140412,0.0177171,50
0.5558,0.140424,0.0177188,50
0.55585,0.140437,0.0177204,50
0.5559,0.14045,0.0177221,50
0.55595,0.140462,0.0177237,50
0.556,0.140475,0.0177254,50
0.55605,0.140488,0.0177271,50
0.5561,0.1405,0.0177287,50
0.55615,0.140513,0.0177304,50
0.5562,0.140526,0.017732,50
0.55625,0.140538,0.0177337,50
0.5563,0.140551,0.0177353,50
0.55635,0.140563,0.017737,50
0.5564,0.140576,0.0177387,50
0.55645,0.140589,0.0177403,50
0.5565,0.140601,0.017742,50
0.55655,0.140614,0.0177436,50
0.5566,0.140627,0.0177453,50
0.55665,0.140639,0.0177469,50
0.5567,0.140652,0.0177486,50
0.55675,0.140664,0.0177503,50
0.5568,0.140677,0.0177519,50
0.55685,0.14069,0.0177536,50
0.5569,0.140702,0.0177552,50
0.55695,0.140715,0.0177569,50
0.557,0.140728,0.0177585,50
0.55705,0.14074,0.0177602,50
0.5571,0.140753,0.0177619,50
0.55715,0.140766,0.0177635,50
0.5572,0.140778,0.0177652,50
0.55725,0.140791,0.0177668,50
0.5573,0.140803,0.0177685,50
0.55735,0.140816,0.0177702,50
0.5574,0.140829,0.0177718,50
0.55745,0.140841,0.0177735,50
0.5575,0.140854,0.0177751,50
0.55755,0.140867,0.0177768,50
0.5576,0.140879,0.0177784,50
0.55765,0.140892,0.0177801,50
0.5577,0.140904,0.0177818,50
0.55775,0.140917,0.0177834,50
0.5578,0.14093,0.0177851,50
0.55785,0.140942,0.0177867,50
0.5579,0.140955,0.0177884,50
0.55795,0.140968,0.01779,50
0.558,0.14098,0.0177917,50
0.55805,0.140993,0.0177934,50
0.5581,0.141006,0.017795,50
0.55815,0.141018,0.0177967,50
0.5582,0.141031,0.0177983,50
0.55825,0.141043,0.0178,50
0.5583,0.141056,0.0178017,50
0.55835,0.141069,0.0178033,50
0.5584,0.141081,0.017805,50
0.55845,0.141094,0.0178066,50
0.5585,0.141107,0.0178083,50
0.55855,0.141119,0.0178099,50
0.5586,0.141132,0.0178116,50
0.55865,0.141145,0.0178133,50
0.5587,0.141157,0.0178149,50
0.55875,0.14117,0.0178166,50
0.5588,0.141182,0.0178182,50
0.55885,0.141195,0.0178199,50
0.5589,0.141208,0.0178216,50
0.55895,0.14122,0.0178232,50
0.559,0.141233,0.0178249,50
0.55905,0.141246,0.0178265,50
0.5591,0.141258,0.0178282,50
0.55915,0.141271,0.0178298,50
0.5592,0.141283,0.0178315,50
0.55925,0.141296,0.0178332,50
0.5593,0.141309,0.0178348,50
0.55935,0.141321,0.0178365,50
0.5594,0.141334,0.0178381,50
0.55945,0.141347,0.0178398,50
0.5595,0.141359,0.0178415,50
0.55955,0.141372,0.0178431,50
0.5596,0.141385,0.0178448,50
0.55965,0.141397,0.0178464,50
0.5597,0.14141,0.0178481,50
0.55975,0.141422,0.0178497,50
0.5598,0.141435,0.0178514,50
0.55985,0.141448,0.0178531,50
0.5599,0.14146,0.0178547,50
0.55995,0.141473,0.0178564,50
0.56,0.141486,0.017858,50
0.56005,0.141498,0.0178597,50
0.5601,0.141511,0.0178614,50
0.56015,0.141523,0.017863,50
0.5602,0.141536,0.0178647,50
0.56025,0.141549,0.0178663,50
0.5603,0.141561,0.017868,50
0.56035,0.141574,0.0178697,50
0.5604,0.141587,0.0178713,50
0.56045,0.141599,0.017873,50
0.5605,0.141612,0.0178746,50
0.56055,0.141625,0.0178763,50
0.5606,0.141637,0.0178779,50
0.56065,0.14165,0.0178796,50
0.5607,0.141662,0.0178813,50
0.56075,0.141675,0.0178829,50
0.5608,0.141688,0.0178846,50
0.56085,0.1417,0.0178862,50
0.5609,0.141713,0.0178879,50
0.56095,0.141726,0.0178896,50
0.561,0.141738,0.0178912,50
0.56105,0.141751,0.0178929,50
0.5611,0.141764,0.0178945,50
0.56115,0.141776,0.0178962,50
0.5612,0.141789,0.0178979,50
0.56125,0.141801,0.0178995,50
0.5613,0.141814,0.0179012,50
0.56135,0.141827,0.0179028,50
0.5614,0.141839,0.0179045,50
0.56145,0.141852,0.0179062,50
0.5615,0.141865,0.0179078,50
0.56155,0.141877,0.0179095,50
0.5616,0.14189,0.0179111,50
0.56165,0.141902,0.0179128,50
0.5617,0.141915,0.0179145,50
0.56175,0.141928,0.0179161,50
0.5618,0.14194,0.0179178,50
0.56185,0.141953,0.0179194,50
0.5619,0.141966,0.0179211,50
0.56195,0.141978,0.0179227,50
0.562,0.141991,0.0179244,50
0.56205,0.142004,0.0179261,50
0.5621,0.142016,0.0179277,50
0.56215,0.142029,0.0179294,50
0.5622,0.142041,0.017931,50
0.56225,0.142054,0.0179327,50
0.5623,0.142067,0.0179344,50
0.56235,0.142079,0.017936,50
0.5624,0.142092,0.0179377,50
0.56245,0.142105,0.0179393,50
0.5625,0.142117,0.017941,50
0.56255,0.14213,0.0179427,50
0.5626,0.142142,0.0179443,50
0.56265,0.142155,0.017946,50
0.5627,0.142168,0.0179476,50
0.56275,0.14218,0.0179493,50
0.5628,0.142193,0.017951,50
0.56285,0.142206,0.0179526,50
0.5629,0.142218,0.0179543,50
0.56295,0.142231,0.0179559,50
0.563,0.142244,0.0179576,50
0.56305,0.142256,0.0179593,50
0.5631,0.142269,0.0179609,50
0.56315,0.142281,0.0179626,50
0.5632,0.142294,0.0179642,50
0.56325,0.142307,0.0179659,50
0.5633,0.142319,0.0179676,50
0.56335,0.142332,0.0179692,50
0.5634,0.142345,0.0179709,50
0.56345,0.142357,0.0179725,50
0.5635,0.14237,0.0179742,50
0.56355,0.142383,0.0179759,50
0.5636,0.142395,0.0179775,50
0.56365,0.142408,0.0179792,50
0.5637,0.14242,0.0179808,50
0.56375,0.142433,0.0179825,50
0.5638,0.142446,0.0179842,50
0.56385,0.142458,0.0179858,50
0.5639,0.142471,0.0179875,50
0.56395,0.142484,0.0179891,50
0.564,0.142496,0.0179908,50
0.56405,0.142509,0.0179925,50
0.5641,0.142521,0.0179941,50
0.56415,0.142534,0.0179958,50
0.5642,0.142547,0.0179974,50
0.56425,0.142559,0.0179991,50
0.5643,0.142572,0.0180008,50
0.56435,0.142585,0.0180024,50
0.5644,0.142597,0.0180041,50
0.56445,0.14261,0.0180058,50
0.5645,0.142623,0.0180074,50
0.56455,0.142635,0.0180091,50
0.5646,0.142648,0.0180107,50
0.56465,0.14266,0.0180124,50
0.5647,0.142673,0.0180141,50
0.56475,0.142686,0.0180157,50
0.5648,0.142698,0.0180174,50
0.56485,0.142711,0.018019,50
0.5649,0.142724,0.0180207,50
0.56495,0.142736,0.0180224,50
0.565,0.142749,0.018024,50
0.56505,0.142761,0.0180257,50
0.5651,0.142774,0.0180273,50
0.56515,0.142787,0.018029,50
0.5652,0.142799,0.0180307,50
0.56525,0.142812,0.0180323,50
0.5653,0.142825,0.018034,50
0.56535,0.142837,0.0180356,50
0.5654,0.14285,0.0180373,50
0.56545,0.142863,0.018039,50
0.5655,0.142875,0.0180406,50
0.56555,0.142888,0.0180423,50
0.5656,0.1429,0.0180439,50
0.56565,0.142913,0.0180456,50
0.5657,0.142926,0.0180473,50
0.56575,0.142938,0.0180489,50
0.5658,0.142951,0.0180506,50
0.56585,0.142964,0.0180523,50
0.5659,0.142976,0.0180539,50
0.56595,0.142989,0.0180556,50
0.566,0.143002,0.0180572,50
0.56605,0.143014,0.0180589,50
0.5661,0.143027,0.0180606,50
0.56615,0.143039,0.0180622,50
0.5662,0.143052,0.0180639,50
0.56625,0.143065,0.0180655,50
0.5663,0.143077,0.0180672,50
0.56635,0.14309,0.0180689,50
0.5664,0.143103,0.0180705,50
0.56645,0.143115,0.0180722,50
0.5665,0.143128,0.0180739,50
0.56655,0.14314,0.0180755,50
0.5666,0.143153,0.0180772,50
0.56665,0.143166,0.0180788,50
0.5667,0.143178,0.0180805,50
0.56675,0.143191,0.0180822,50
0.5668,0.143204,0.0180838,50
0.56685,0.143216,0.0180855,50
0.5669,0.143229,0.0180871,50
0.56695,0.143242,0.0180888,50
0.567,0.143254,0.0180905,50
0.56705,0.143267,0.0180921,50
0.5671,0.143279,0.0180938,50
0.56715,0.143292,0.0180955,50
0.5672,0.143305,0.0180971,50
0.56725,0.143317,0.0180988,50
0.5673,0.14333,0.0181004,50
0.56735,0.143343,0.0181021,50
0.5674,0.143355,0.0181038,50
0.56745,0.143368,0.0181054,50
0.5675,0.14338,0.0181071,50
0.56755,0.143393,0.0181087,50
0.5676,0.143406,0.0181104,50
0.56765,0.143418,0.0181121,50
0.5677,0.143431,0.0181137,50
0.56775,0.143444,0.0181154,50
0.5678,0.143456,0.0181171,50
0.56785,0.143469,0.0181187,50
0.5679,0.143482,0.0181204,50
0.56795,0.143494,0.018122,50
0.568,0.143507,0.0181237,50
0.56805,0.143519,0.0181254,50
0.5681,0.143532,0.018127,50
0.56815,0.143545,0.0181287,50
0.5682,0.143557,0.0181304,50
0.56825,0.14357,0.018132,50
0.5683,0.143583,0.0181337,50
0.56835,0.143595,0.0181353,50
0.5684,0.143608,0.018137,50
0.56845,0.143621,0.0181387,50
0.5685,0.143633,0.0181403,50
0.56855,0.143646,0.018142,50
0.5686,0.143658,0.0181436,50
0.56865,0.143671,0.0181453,50
0.5687,0.143684,0.018147,50
0.56875,0.143696,0.0181486,50
0.5688,0.143709,0.0181503,50
0.56885,0.143722,0.018152,50
0.5689,0.143734,0.0181536,50
0.56895,0.143747,0.0181553,50
0.569,0.143759,0.0181569,50
0.56905,0.143772,0.0181586,50
0.5691,0.143785,0.0181603,50
0.56915,0.143797,0.0181619,50
0.5692,0.14381,0.0181636,50
0.56925,0.143823,0.0181653,50
0.5693,0.143835,0.0181669,50
0.56935,0.143848,0.0181686,50
0.5694,0.143861,0.0181702,50
0.56945,0.143873,0.0181719,50
0.5695,0.143886,0.0181736,50
0.56955,0.143898,0.0181752,50
0.5696,0.143911,0.0181769,50
0.56965,0.143924,0.0181786,50
0.5697,0.143936,0.0181802,50
0.56975,0.143949,0.0181819,50
0.5698,0.143962,0.0181835,50
0.56985,0.143974,0.0181852,50
0.5699,0.143987,0.0181869,50
0.56995,0.143999,0.0181885,50
0.57,0.144012,0.0181902,50
0.57005,0.144025,0.0181919,50
0.5701,0.144037,0.0181935,50
0.57015,0.14405,0.0181952,50
0.5702,0.144063,0.0181968,50
0.57025,0.144075,0.0181985,50
0.5703,0.144088,0.0182002,50
0.57035,0.144101,0.0182018,50
0.5704,0.144113,0.0182035,50
0.57045,0.144126,0.0182052,50
0.5705,0.144138,0.0182068,50
0.57055,0.144151,0.0182085,50
0.5706,0.144164,0.0182102,50
0.57065,0.144176,0.0182118,50
0.5707,0.144189,0.0182135,50
0.57075,0.144202,0.0182151,50
0.5708,0.144214,0.0182168,50
0.57085,0.144227,0.0182185,50
0.5709,0.14424,0.0182201,50
0.57095,0.144252,0.0182218,50
0.571,0.144265,0.0182235,50
0.57105,0.144277,0.0182251,50
0.5711,0.14429,0.0182268,50
0.57115,0.144303,0.0182284,50
0.5712,0.144315,0.0182301,50
0.57125,0.144328,0.0182318,50
0.5713,0.144341,0.0182334,50
0.57135,0.144353,0.0182351,50
0.5714,0.144366,0.0182368,50
0.57145,0.144378,0.0182384,50
0.5715,0.144391,0.0182401,50
0.57155,0.144404,0.0182418,50
0.5716,0.144416,0.0182434,50
0.57165,0.144429,0.0182451,50
0.5717,0.144442,0.0182467,50
0.57175,0.144454,0.0182484,50
0.5718,0.144467,0.0182501,50
0.57185,0.14448,0.0182517,50
0.5719,0.144492,0.0182534,50
0.57195,0.144505,0.0182551,50
0.572,0.144517,0.0182567,50
0.57205,0.14453,0.0182584,50
0.5721,0.144543,0.0182601,50
0.57215,0.144555,0.0182617,50
0.5722,0.144568,0.0182634,50
0.57225,0.144581,0.018265,50
0.5723,0.144593,0.0182667,50
0.57235,0.144606,0.0182684,50
0.5724,0.144618,0.01827,50
0.57245,0.144631,0.0182717,50
0.5725,0.144644,0.0182734,50
0.57255,0.144656,0.018275,50
0.5726,0.144669,0.0182767,50
0.57265,0.144682,0.0182784,50
0.5727,0.144694,0.01828,50
0.57275,0.144707,0.0182817,50
0.5728,0.14472,0.0182833,50
0.57285,0.144732,0.018285,50
0.5729,0.144745,0.0182867,50
