extension(um),extension/L,force(pN),Lpeff(nm)
2.35525,0.595061,0.131936,50
2.3553,0.595073,0.131943,50
2.35535,0.595086,0.131951,50
2.3554,0.595099,0.131959,50
2.35545,0.595111,0.131967,50
2.3555,0.595124,0.131974,50
2.35555,0.595136,0.131982,50
2.3556,0.595149,0.13199,50
2.35565,0.595162,0.131998,50
2.3557,0.595174,0.132005,50
2.35575,0.595187,0.132013,50
2.3558,0.5952,0.132021,50
2.35585,0.595212,0.132029,50
2.3559,0.595225,0.132036,50
2.35595,0.595237,0.132044,50
2.356,0.59525,0.132052,50
2.35605,0.595263,0.13206,50
2.3561,0.595275,0.132067,50
2.35615,0.595288,0.132075,50
2.3562,0.595301,0.132083,50
2.35625,0.595313,0.132091,50
2.3563,0.595326,0.132099,50
2.35635,0.595339,0.132106,50
2.3564,0.595351,0.132114,50
2.35645,0.595364,0.132122,50
2.3565,0.595376,0.13213,50
2.35655,0.595389,0.132137,50
2.3566,0.595402,0.132145,50
2.35665,0.595414,0.132153,50
2.3567,0.595427,0.132161,50
2.35675,0.59544,0.132168,50
2.3568,0.595452,0.132176,50
2.35685,0.595465,0.132184,50
2.3569,0.595478,0.132192,50
2.35695,0.59549,0.1322,50
2.357,0.595503,0.132207,50
2.35705,0.595515,0.132215,50
2.3571,0.595528,0.132223,50
2.35715,0.595541,0.132231,50
2.3572,0.595553,0.132238,50
2.35725,0.595566,0.132246,50
2.3573,0.595579,0.132254,50
2.35735,0.595591,0.132262,50
2.3574,0.595604,0.13227,50
2.35745,0.595616,0.132277,50
2.3575,0.595629,0.132285,50
2.35755,0.595642,0.132293,50
2.3576,0.595654,0.132301,50
2.35765,0.595667,0.132308,50
2.3577,0.59568,0.132316,50
2.35775,0.595692,0.132324,50
2.3578,0.595705,0.132332,50
2.35785,0.595718,0.13234,50
2.3579,0.59573,0.132347,50
2.35795,0.595743,0.132355,50
2.358,0.595755,0.132363,50
2.35805,0.595768,0.132371,50
2.3581,0.595781,0.132379,50
2.35815,0.595793,0.132386,50
2.3582,0.595806,0.132394,50
2.35825,0.595819,0.132402,50
2.3583,0.595831,0.13241,50
2.35835,0.595844,0.132418,50
2.3584,0.595856,0.132425,50
2.35845,0.595869,0.132433,50
2.3585,0.595882,0.132441,50
2.35855,0.595894,0.132449,50
2.3586,0.595907,0.132457,50
2.35865,0.59592,0.132464,50
2.3587,0.595932,0.132472,50
2.35875,0.595945,0.13248,50
2.3588,0.595958,0.132488,50
2.35885,0.59597,0.132496,50
2.3589,0.595983,0.132503,50
2.35895,0.595995,0.132511,50
2.359,0.596008,0.132519,50
2.35905,0.596021,0.132527,50
2.3591,0.596033,0.132535,50
2.35915,0.596046,0.132542,50
2.3592,0.596059,0.13255,50
2.35925,0.596071,0.132558,50
2.3593,0.596084,0.132566,50
2.35935,0.596097,0.132574,50
2.3594,0.596109,0.132581,50
2.35945,0.596122,0.132589,50
2.3595,0.596134,0.132597,50
2.35955,0.596147,0.132605,50
2.3596,0.59616,0.132613,50
2.35965,0.596172,0.13262,50
2.3597,0.596185,0.132628,50
2.35975,0.596198,0.132636,50
2.3598,0.59621,0.132644,50
2.35985,0.596223,0.132652,50
2.3599,0.596235,0.13266,50
2.35995,0.596248,0.132667,50
2.36,0.596261,0.132675,50
2.36005,0.596273,0.132683,50
2.3601,0.596286,0.132691,50
2.36015,0.596299,0.132699,50
2.3602,0.596311,0.132706,50
2.36025,0.596324,0.132714,50
2.3603,0.596337,0.132722,50
2.36035,0.596349,0.13273,50
2.3604,0.596362,0.132738,50
2.36045,0.596374,0.132746,50
2.3605,0.596387,0.132753,50
2.36055,0.5964,0.132761,50
2.3606,0.596412,0.132769,50
2.36065,0.596425,0.132777,50
2.3607,0.596438,0.132785,50
2.36075,0.59645,0.132793,50
2.3608,0.596463,0.1328,50
2.36085,0.596475,0.132808,50
2.3609,0.596488,0.132816,50
2.36095,0.596501,0.132824,50
2.361,0.596513,0.132832,50
2.36105,0.596526,0.13284,50
2.3611,0.596539,0.132847,50
2.36115,0.596551,0.132855,50
2.3612,0.596564,0.132863,50
2.36125,0.596577,0.132871,50
2.3613,0.596589,0.132879,50
2.36135,0.596602,0.132887,50
2.3614,0.596614,0.132894,50
2.36145,0.596627,0.132902,50
2.3615,0.59664,0.13291,50
2.36155,0.596652,0.132918,50
2.3616,0.596665,0.132926,50
2.36165,0.596678,0.132934,50
2.3617,0.59669,0.132941,50
2.36175,0.596703,0.132949,50
2.3618,0.596716,0.132957,50
2.36185,0.596728,0.132965,50
2.3619,0.596741,0.132973,50
2.36195,0.596753,0.132981,50
2.362,0.596766,0.132988,50
2.36205,0.596779,0.132996,50
2.3621,0.596791,0.133004,50
2.36215,0.596804,0.133012,50
2.3622,0.596817,0.13302,50
2.36225,0.596829,0.133028,50
2.3623,0.596842,0.133036,50
2.36235,0.596854,0.133043,50
2.3624,0.596867,0.133051,50
2.36245,0.59688,0.133059,50
2.3625,0.596892,0.133067,50
2.36255,0.596905,0.133075,50
2.3626,0.596918,0.133083,50
2.36265,0.59693,0.133091,50
2.3627,0.596943,0.133098,50
2.36275,0.596956,0.133106,50
2.3628,0.596968,0.133114,50
2.36285,0.596981,0.133122,50
2.3629,0.596993,0.13313,50
2.36295,0.597006,0.133138,50
2.363,0.597019,0.133146,50
2.36305,0.597031,0.133153,50
2.3631,0.597044,0.133161,50
2.36315,0.597057,0.133169,50
2.3632,0.597069,0.133177,50
2.36325,0.597082,0.133185,50
2.3633,0.597094,0.133193,50
2.36335,0.597107,0.133201,50
2.3634,0.59712,0.133208,50
2.36345,0.597132,0.133216,50
2.3635,0.597145,0.133224,50
2.36355,0.597158,0.133232,50
2.3636,0.59717,0.13324,50
2.36365,0.597183,0.133248,50
2.3637,0.597196,0.133256,50
2.36375,0.597208,0.133264,50
2.3638,0.597221,0.133271,50
2.36385,0.597233,0.133279,50
2.3639,0.597246,0.133287,50
2.36395,0.597259,0.133295,50
2.364,0.597271,0.133303,50
2.36405,0.597284,0.133311,50
2.3641,0.597297,0.133319,50
2.36415,0.597309,0.133327,50
2.3642,0.597322,0.133334,50
2.36425,0.597335,0.133342,50
2.3643,0.597347,0.13335,50
2.36435,0.59736,0.133358,50
2.3644,0.597372,0.133366,50
2.36445,0.597385,0.133374,50
2.3645,0.597398,0.133382,50
2.36455,0.59741,0.13339,50
2.3646,0.597423,0.133398,50
2.36465,0.597436,0.133405,50
2.3647,0.597448,0.133413,50
2.36475,0.597461,0.133421,50
2.3648,0.597473,0.133429,50
2.36485,0.597486,0.133437,50
2.3649,0.597499,0.133445,50
2.36495,0.597511,0.133453,50
2.365,0.597524,0.133461,50
2.36505,0.597537,0.133468,50
2.3651,0.597549,0.133476,50
2.36515,0.597562,0.133484,50
2.3652,0.597575,0.133492,50
2.36525,0.597587,0.1335,50
2.3653,0.5976,0.133508,50
2.36535,0.597612,0.133516,50
2.3654,0.597625,0.133524,50
2.36545,0.597638,0.133532,50
2.3655,0.59765,0.13354,50
2.36555,0.597663,0.133547,50
2.3656,0.597676,0.133555,50
2.36565,0.597688,0.133563,50
2.3657,0.597701,0.133571,50
2.36575,0.597713,0.133579,50
2.3658,0.597726,0.133587,50
2.36585,0.597739,0.133595,50
2.3659,0.597751,0.133603,50
2.36595,0.597764,0.133611,50
2.366,0.597777,0.133619,50
2.36605,0.597789,0.133626,50
2.3661,0.597802,0.133634,50
2.36615,0.597815,0.133642,50
2.3662,0.597827,0.13365,50
2.36625,0.59784,0.133658,50
2.3663,0.597852,0.133666,50
2.36635,0.597865,0.133674,50
2.3664,0.597878,0.133682,50
2.36645,0.59789,0.13369,50
2.3665,0.597903,0.133698,50
2.36655,0.597916,0.133706,50
2.3666,0.597928,0.133713,50
2.36665,0.597941,0.133721,50
2.3667,0.597954,0.133729,50
2.36675,0.597966,0.133737,50
2.3668,0.597979,0.133745,50
2.36685,0.597991,0.133753,50
2.3669,0.598004,0.133761,50
2.36695,0.598017,0.133769,50
2.367,0.598029,0.133777,50
2.36705,0.598042,0.133785,50
2.3671,0.598055,0.133793,50
2.36715,0.598067,0.133801,50
2.3672,0.59808,0.133808,50
2.36725,0.598092,0.133816,50
2.3673,0.598105,0.133824,50
2.36735,0.598118,0.133832,50
2.3674,0.59813,0.13384,50
2.36745,0.598143,0.133848,50
2.3675,0.598156,0.133856,50
2.36755,0.598168,0.133864,50
2.3676,0.598181,0.133872,50
2.36765,0.598194,0.13388,50
2.3677,0.598206,0.133888,50
2.36775,0.598219,0.133896,50
2.3678,0.598231,0.133904,50
2.36785,0.598244,0.133912,50
2.3679,0.598257,0.133919,50
2.36795,0.598269,0.133927,50
2.368,0.598282,0.133935,50
2.36805,0.598295,0.133943,50
2.3681,0.598307,0.133951,50
2.36815,0.59832,0.133959,50
2.3682,0.598332,0.133967,50
2.36825,0.598345,0.133975,50
2.3683,0.598358,0.133983,50
2.36835,0.59837,0.133991,50
2.3684,0.598383,0.133999,50
2.36845,0.598396,0.134007,50
2.3685,0.598408,0.134015,50
2.36855,0.598421,0.134023,50
2.3686,0.598434,0.134031,50
2.36865,0.598446,0.134039,50
2.3687,0.598459,0.134046,50
2.36875,0.598471,0.134054,50
2.3688,0.598484,0.134062,50
2.36885,0.598497,0.13407,50
2.3689,0.598509,0.134078,50
2.36895,0.598522,0.134086,50
2.369,0.598535,0.134094,50
2.36905,0.598547,0.134102,50
2.3691,0.59856,0.13411,50
2.36915,0.598573,0.134118,50
2.3692,0.598585,0.134126,50
2.36925,0.598598,0.134134,50
2.3693,0.59861,0.134142,50
2.36935,0.598623,0.13415,50
2.3694,0.598636,0.134158,50
2.36945,0.598648,0.134166,50
2.3695,0.598661,0.134174,50
2.36955,0.598674,0.134182,50
2.3696,0.598686,0.13419,50
2.36965,0.598699,0.134198,50
2.3697,0.598711,0.134206,50
2.36975,0.598724,0.134213,50
2.3698,0.598737,0.134221,50
2.36985,0.598749,0.134229,50
2.3699,0.598762,0.134237,50
2.36995,0.598775,0.134245,50
2.37,0.598787,0.134253,50
2.37005,0.5988,0.134261,50
2.3701,0.598813,0.134269,50
2.37015,0.598825,0.134277,50
2.3702,0.598838,0.134285,50
2.37025,0.59885,0.134293,50
2.3703,0.598863,0.134301,50
2.37035,0.598876,0.134309,50
2.3704,0.598888,0.134317,50
2.37045,0.598901,0.134325,50
2.3705,0.598914,0.134333,50
2.37055,0.598926,0.134341,50
2.3706,0.598939,0.134349,50
2.37065,0.598951,0.134357,50
2.3707,0.598964,0.134365,50
2.37075,0.598977,0.134373,50
2.3708,0.598989,0.134381,50
2.37085,0.599002,0.134389,50
2.3709,0.599015,0.134397,50
2.37095,0.599027,0.134405,50
2.371,0.59904,0.134413,50
2.37105,0.599053,0.134421,50
2.3711,0.599065,0.134429,50
2.37115,0.599078,0.134437,50
2.3712,0.59909,0.134445,50
2.37125,0.599103,0.134453,50
2.3713,0.599116,0.134461,50
2.37135,0.599128,0.134469,50
2.3714,0.599141,0.134477,50
2.37145,0.599154,0.134485,50
2.3715,0.599166,0.134492,50
2.37155,0.599179,0.1345,50
2.3716,0.599192,0.134508,50
2.37165,0.599204,0.134516,50
2.3717,0.599217,0.134524,50
2.37175,0.599229,0.134532,50
2.3718,0.599242,0.13454,50
2.37185,0.599255,0.134548,50
2.3719,0.599267,0.134556,50
2.37195,0.59928,0.134564,50
2.372,0.599293,0.134572,50
2.37205,0.599305,0.13458,50
2.3721,0.599318,0.134588,50
2.37215,0.59933,0.134596,50
2.3722,0.599343,0.134604,50
2.37225,0.599356,0.134612,50
2.3723,0.599368,0.13462,50
2.37235,0.599381,0.134628,50
2.3724,0.599394,0.134636,50
2.37245,0.599406,0.134644,50
2.3725,0.599419,0.134652,50
2.37255,0.599432,0.13466,50
2.3726,0.599444,0.134668,50
2.37265,0.599457,0.134676,50
2.3727,0.599469,0.134684,50
2.37275,0.599482,0.134692,50
2.3728,0.599495,0.1347,50
2.37285,0.599507,0.134708,50
2.3729,0.59952,0.134716,50
2.37295,0.599533,0.134724,50
2.373,0.599545,0.134732,50
2.37305,0.599558,0.13474,50
2.3731,0.59957,0.134748,50
2.37315,0.599583,0.134756,50
2.3732,0.599596,0.134764,50
2.37325,0.599608,0.134772,50
2.3733,0.599621,0.13478,50
2.37335,0.599634,0.134788,50
2.3734,0.599646,0.134796,50
2.37345,0.599659,0.134804,50
2.3735,0.599672,0.134812,50
2.37355,0.599684,0.13482,50
2.3736,0.599697,0.134829,50
2.37365,0.599709,0.134837,50
2.3737,0.599722,0.134845,50
2.37375,0.599735,0.134853,50
2.3738,0.599747,0.134861,50
2.37385,0.59976,0.134869,50
2.3739,0.599773,0.134877,50
2.37395,0.599785,0.134885,50
2.374,0.599798,0.134893,50
2.37405,0.599811,0.134901,50
2.3741,0.599823,0.134909,50
2.37415,0.599836,0.134917,50
2.3742,0.599848,0.134925,50
2.37425,0.599861,0.134933,50
2.3743,0.599874,0.134941,50
2.37435,0.599886,0.134949,50
2.3744,0.599899,0.134957,50
2.37445,0.599912,0.134965,50
2.3745,0.599924,0.134973,50
2.37455,0.599937,0.134981,50
2.3746,0.599949,0.134989,50
2.37465,0.599962,0.134997,50
2.3747,0.599975,0.135005,50
2.37475,0.599987,0.135013,50
2.3748,0.6,0.135021,50
2.37485,0.600013,0.135029,50
2.3749,0.600025,0.135037,50
2.37495,0.600038,0.135045,50
2.375,0.600051,0.135053,50
2.37505,0.600063,0.135061,50
2.3751,0.600076,0.135069,50
2.37515,0.600088,0.135077,50
2.3752,0.600101,0.135085,50
2.37525,0.600114,0.135093,50
2.3753,0.600126,0.135101,50
2.37535,0.600139,0.13511,50
2.3754,0.600152,0.135118,50
2.37545,0.600164,0.135126,50
2.3755,0.600177,0.135134,50
2.37555,0.600189,0.135142,50
2.3756,0.600202,0.13515,50
2.37565,0.600215,0.135158,50
2.3757,0.600227,0.135166,50
2.37575,0.60024,0.135174,50
2.3758,0.600253,0.135182,50
2.37585,0.600265,0.13519,50
2.3759,0.600278,0.135198,50
2.37595,0.600291,0.135206,50
2.376,0.600303,0.135214,50
2.37605,0.600316,0.135222,50
2.3761,0.600328,0.13523,50
2.37615,0.600341,0.135238,50
2.3762,0.600354,0.135246,50
2.37625,0.600366,0.135254,50
2.3763,0.600379,0.135262,50
2.37635,0.600392,0.135271,50
2.3764,0.600404,0.135279,50
2.37645,0.600417,0.135287,50
2.3765,0.60043,0.135295,50
2.37655,0.600442,0.135303,50
2.3766,0.600455,0.135311,50
2.37665,0.600467,0.135319,50
2.3767,0.60048,0.135327,50
2.37675,0.600493,0.135335,50
2.3768,0.600505,0.135343,50
2.37685,0.600518,0.135351,50
2.3769,0.600531,0.135359,50
2.37695,0.600543,0.135367,50
2.377,0.600556,0.135375,50
2.37705,0.600568,0.135383,50
2.3771,0.600581,0.135391,50
2.37715,0.600594,0.1354,50
2.3772,0.600606,0.135408,50
2.37725,0.600619,0.135416,50
2.3773,0.600632,0.135424,50
2.37735,0.600644,0.135432,50
2.3774,0.600657,0.13544,50
2.37745,0.60067,0.135448,50
2.3775,0.600682,0.135456,50
2.37755,0.600695,0.135464,50
2.3776,0.600707,0.135472,50
2.37765,0.60072,0.13548,50
2.3777,0.600733,0.135488,50
2.37775,0.600745,0.135496,50
2.3778,0.600758,0.135504,50
2.37785,0.600771,0.135513,50
2.3779,0.600783,0.135521,50
2.37795,0.600796,0.135529,50
2.378,0.600808,0.135537,50
2.37805,0.600821,0.135545,50
2.3781,0.600834,0.135553,50
2.37815,0.600846,0.135561,50
2.3782,0.600859,0.135569,50
2.37825,0.600872,0.135577,50
2.3783,0.600884,0.135585,50
2.37835,0.600897,0.135593,50
2.3784,0.60091,0.135601,50
2.37845,0.600922,0.13561,50
2.3785,0.600935,0.135618,50
2.37855,0.600947,0.135626,50
2.3786,0.60096,0.135634,50
2.37865,0.600973,0.135642,50
2.3787,0.600985,0.13565,50
2.37875,0.600998,0.135658,50
2.3788,0.601011,0.135666,50
2.37885,0.601023,0.135674,50
2.3789,0.601036,0.135682,50
2.37895,0.601049,0.13569,50
2.379,0.601061,0.135699,50
2.37905,0.601074,0.135707,50
2.3791,0.601086,0.135715,50
2.37915,0.601099,0.135723,50
2.3792,0.601112,0.135731,50
2.37925,0.601124,0.135739,50
2.3793,0.601137,0.135747,50
2.37935,0.60115,0.135755,50
2.3794,0.601162,0.135763,50
2.37945,0.601175,0.135771,50
2.3795,0.601187,0.13578,50
2.37955,0.6012,0.135788,50
2.3796,0.601213,0.135796,50
2.37965,0.601225,0.135804,50
2.3797,0.601238,0.135812,50
2.37975,0.601251,0.13582,50
2.3798,0.601263,0.135828,50
2.37985,0.601276,0.135836,50
2.3799,0.601289,0.135844,50
2.37995,0.601301,0.135853,50
2.38,0.601314,0.135861,50
2.38005,0.601326,0.135869,50
2.3801,0.601339,0.135877,50
2.38015,0.601352,0.135885,50
2.3802,0.601364,0.135893,50
2.38025,0.601377,0.135901,50
2.3803,0.60139,0.135909,50
2.38035,0.601402,0.135917,50
2.3804,0.601415,0.135926,50
2.38045,0.601427,0.135934,50
2.3805,0.60144,0.135942,50
2.38055,0.601453,0.13595,50
2.3806,0.601465,0.135958,50
2.38065,0.601478,0.135966,50
2.3807,0.601491,0.135974,50
2.38075,0.601503,0.135982,50
2.3808,0.601516,0.135991,50
2.38085,0.601529,0.135999,50
2.3809,0.601541,0.136007,50
2.38095,0.601554,0.136015,50
2.381,0.601566,0.136023,50
2.38105,0.601579,0.136031,50
2.3811,0.601592,0.136039,50
2.38115,0.601604,0.136047,50
2.3812,0.601617,0.136056,50
2.38125,0.60163,0.136064,50
2.3813,0.601642,0.136072,50
2.38135,0.601655,0.13608,50
2.3814,0.601668,0.136088,50
2.38145,0.60168,0.136096,50
2.3815,0.601693,0.136104,50
2.38155,0.601705,0.136112,50
2.3816,0.601718,0.136121,50
2.38165,0.601731,0.136129,50
2.3817,0.601743,0.136137,50
2.38175,0.601756,0.136145,50
2.3818,0.601769,0.136153,50
2.38185,0.601781,0.136161,50
2.3819,0.601794,0.136169,50
2.38195,0.601806,0.136178,50
2.382,0.601819,0.136186,50
2.38205,0.601832,0.136194,50
2.3821,0.601844,0.136202,50
2.38215,0.601857,0.13621,50
2.3822,0.60187,0.136218,50
2.38225,0.601882,0.136226,50
2.3823,0.601895,0.136235,50
2.38235,0.601908,0.136243,50
2.3824,0.60192,0.136251,50
2.38245,0.601933,0.136259,50
2.3825,0.601945,0.136267,50
2.38255,0.601958,0.136275,50
2.3826,0.601971,0.136283,50
2.38265,0.601983,0.136292,50
2.3827,0.601996,0.1363,50
2.38275,0.602009,0.136308,50
2.3828,0.602021,0.136316,50
2.38285,0.602034,0.136324,50
2.3829,0.602046,0.136332,50
2.38295,0.602059,0.136341,50
2.383,0.602072,0.136349,50
2.38305,0.602084,0.136357,50
2.3831,0.602097,0.136365,50
2.38315,0.60211,0.136373,50
2.3832,0.602122,0.136381,50
2.38325,0.602135,0.136389,50
2.3833,0.602148,0.136398,50
2.38335,0.60216,0.136406,50
2.3834,0.602173,0.136414,50
2.38345,0.602185,0.136422,50
2.3835,0.602198,0.13643,50
2.38355,0.602211,0.136438,50
2.3836,0.602223,0.136447,50
2.38365,0.602236,0.136455,50
2.3837,0.602249,0.136463,50
2.38375,0.602261,0.136471,50
2.3838,0.602274,0.136479,50
2.38385,0.602287,0.136487,50
2.3839,0.602299,0.136496,50
2.38395,0.602312,0.136504,50
2.384,0.602324,0.136512,50
2.38405,0.602337,0.13652,50
2.3841,0.60235,0.136528,50
2.38415,0.602362,0.136537,50
2.3842,0.602375,0.136545,50
2.38425,0.602388,0.136553,50
2.3843,0.6024,0.136561,50
2.38435,0.602413,0.136569,50
2.3844,0.602425,0.136577,50
2.38445,0.602438,0.136586,50
2.3845,0.602451,0.136594,50
2.38455,0.602463,0.136602,50
2.3846,0.602476,0.13661,50
2.38465,0.602489,0.136618,50
2.3847,0.602501,0.136626,50
2.38475,0.602514,0.136635,50
2.3848,0.602527,0.136643,50
2.38485,0.602539,0.136651,50
2.3849,0.602552,0.136659,50
2.38495,0.602564,0.136667,50
2.385,0.602577,0.136676,50
2.38505,0.60259,0.136684,50
2.3851,0.602602,0.136692,50
2.38515,0.602615,0.1367,50
2.3852,0.602628,0.136708,50
2.38525,0.60264,0.136717,50
2.3853,0.602653,0.136725,50
2.38535,0.602665,0.136733,50
2.3854,0.602678,0.136741,50
2.38545,0.602691,0.136749,50
2.3855,0.602703,0.136757,50
2.38555,0.602716,0.136766,50
2.3856,0.602729,0.136774,50
2.38565,0.602741,0.136782,50
2.3857,0.602754,0.13679,50
2.38575,0.602767,0.136798,50
2.3858,0.602779,0.136807,50
2.38585,0.602792,0.136815,50
2.3859,0.602804,0.136823,50
2.38595,0.602817,0.136831,50
2.386,0.60283,0.136839,50
2.38605,0.602842,0.136848,50
2.3861,0.602855,0.136856,50
2.38615,0.602868,0.136864,50
2.3862,0.60288,0.136872,50
2.38625,0.602893,0.13688,50
2.3863,0.602906,0.136889,50
2.38635,0.602918,0.136897,50
2.3864,0.602931,0.136905,50
2.38645,0.602943,0.136913,50
2.3865,0.602956,0.136922,50
2.38655,0.602969,0.13693,50
2.3866,0.602981,0.136938,50
2.38665,0.602994,0.136946,50
2.3867,0.603007,0.136954,50
2.38675,0.603019,0.136963,50
2.3868,0.603032,0.136971,50
2.38685,0.603044,0.136979,50
2.3869,0.603057,0.136987,50
2.38695,0.60307,0.136995,50
2.387,0.603082,0.137004,50
2.38705,0.603095,0.137012,50
2.3871,0.603108,0.13702,50
2.38715,0.60312,0.137028,50
2.3872,0.603133,0.137037,50
2.38725,0.603146,0.137045,50
2.3873,0.603158,0.137053,50
2.38735,0.603171,0.137061,50
2.3874,0.603183,0.137069,50
2.38745,0.603196,0.137078,50
2.3875,0.603209,0.137086,50
2.38755,0.603221,0.137094,50
2.3876,0.603234,0.137102,50
2.38765,0.603247,0.137111,50
2.3877,0.603259,0.137119,50
2.38775,0.603272,0.137127,50
2.3878,0.603284,0.137135,50
2.38785,0.603297,0.137143,50
2.3879,0.60331,0.137152,50
2.38795,0.603322,0.13716,50
2.388,0.603335,0.137168,50
2.38805,0.603348,0.137176,50
2.3881,0.60336,0.137185,50
2.38815,0.603373,0.137193,50
2.3882,0.603386,0.137201,50
2.38825,0.603398,0.137209,50
2.3883,0.603411,0.137218,50
2.38835,0.603423,0.137226,50
2.3884,0.603436,0.137234,50
2.38845,0.603449,0.137242,50
2.3885,0.603461,0.137251,50
2.38855,0.603474,0.137259,50
2.3886,0.603487,0.137267,50
2.38865,0.603499,0.137275,50
2.3887,0.603512,0.137284,50
2.38875,0.603525,0.137292,50
2.3888,0.603537,0.1373,50
2.38885,0.60355,0.137308,50
2.3889,0.603562,0.137316,50
2.38895,0.603575,0.137325,50
2.389,0.603588,0.137333,50
2.38905,0.6036,0.137341,50
2.3891,0.603613,0.137349,50
2.38915,0.603626,0.137358,50
2.3892,0.603638,0.137366,50
2.38925,0.603651,0.137374,50
2.3893,0.603663,0.137382,50
2.38935,0.603676,0.137391,50
2.3894,0.603689,0.137399,50
2.38945,0.603701,0.137407,50
2.3895,0.603714,0.137416,50
2.38955,0.603727,0.137424,50
2.3896,0.603739,0.137432,50
2.38965,0.603752,0.13744,50
2.3897,0.603765,0.137449,50
2.38975,0.603777,0.137457,50
2.3898,0.60379,0.137465,50
2.38985,0.603802,0.137473,50
2.3899,0.603815,0.137482,50
2.38995,0.603828,0.13749,50
2.39,0.60384,0.137498,50
2.39005,0.603853,0.137506,50
2.3901,0.603866,0.137515,50
2.39015,0.603878,0.137523,50
2.3902,0.603891,0.137531,50
2.39025,0.603903,0.137539,50
2.3903,0.603916,0.137548,50
2.39035,0.603929,0.137556,50
2.3904,0.603941,0.137564,50
2.39045,0.603954,0.137573,50
2.3905,0.603967,0.137581,50
2.39055,0.603979,0.137589,50
2.3906,0.603992,0.137597,50
2.39065,0.604005,0.137606,50
2.3907,0.604017,0.137614,50
2.39075,0.60403,0.137622,50
2.3908,0.604042,0.13763,50
2.39085,0.604055,0.137639,50
2.3909,0.604068,0.137647,50
2.39095,0.60408,0.137655,50
2.391,0.604093,0.137664,50
2.39105,0.604106,0.137672,50
2.3911,0.604118,0.13768,50
2.39115,0.604131,0.137688,50
2.3912,0.604144,0.137697,50
2.39125,0.604156,0.137705,50
2.3913,0.604169,0.137713,50
2.39135,0.604181,0.137722,50
2.3914,0.604194,0.13773,50
2.39145,0.604207,0.137738,50
2.3915,0.604219,0.137746,50
2.39155,0.604232,0.137755,50
2.3916,0.604245,0.137763,50
2.39165,0.604257,0.137771,50
2.3917,0.60427,0.13778,50
2.39175,0.604282,0.137788,50
2.3918,0.604295,0.137796,50
2.39185,0.604308,0.137804,50
2.3919,0.60432,0.137813,50
2.39195,0.604333,0.137821,50
2.392,0.604346,0.137829,50
2.39205,0.604358,0.137838,50
2.3921,0.604371,0.137846,50
2.39215,0.604384,0.137854,50
2.3922,0.604396,0.137862,50
2.39225,0.604409,0.137871,50
2.3923,0.604421,0.137879,50
2.39235,0.604434,0.137887,50
2.3924,0.604447,0.137896,50
2.39245,0.604459,0.137904,50
2.3925,0.604472,0.137912,50
2.39255,0.604485,0.137921,50
2.3926,0.604497,0.137929,50
2.39265,0.60451,0.137937,50
2.3927,0.604522,0.137945,50
2.39275,0.604535,0.137954,50
2.3928,0.604548,0.137962,50
2.39285,0.60456,0.13797,50
2.3929,0.604573,0.137979,50
2.39295,0.604586,0.137987,50
2.393,0.604598,0.137995,50
2.39305,0.604611,0.138004,50
2.3931,0.604624,0.138012,50
2.39315,0.604636,0.13802,50
2.3932,0.604649,0.138029,50
2.39325,0.604661,0.138037,50
2.3933,0.604674,0.138045,50
2.39335,0.604687,0.138054,50
2.3934,0.604699,0.138062,50
2.39345,0.604712,0.13807,50
2.3935,0.604725,0.138078,50
2.39355,0.604737,0.138087,50
2.3936,0.60475,0.138095,50
2.39365,0.604763,0.138103,50
2.3937,0.604775,0.138112,50
2.39375,0.604788,0.13812,50
2.3938,0.6048,0.138128,50
2.39385,0.604813,0.138137,50
2.3939,0.604826,0.138145,50
2.39395,0.604838,0.138153,50
2.394,0.604851,0.138162,50
2.39405,0.604864,0.13817,50
2.3941,0.604876,0.138178,50
2.39415,0.604889,0.138187,50
2.3942,0.604901,0.138195,50
2.39425,0.604914,0.138203,50
2.3943,0.604927,0.138212,50
2.39435,0.604939,0.13822,50
2.3944,0.604952,0.138228,50
2.39445,0.604965,0.138237,50
2.3945,0.604977,0.138245,50
2.39455,0.60499,0.138253,50
2.3946,0.605003,0.138262,50
2.39465,0.605015,0.13827,50
2.3947,0.605028,0.138278,50
2.39475,0.60504,0.138287,50
2.3948,0.605053,0.138295,50
2.39485,0.605066,0.138303,50
2.3949,0.605078,0.138312,50
2.39495,0.605091,0.13832,50
2.395,0.605104,0.138328,50
2.39505,0.605116,0.138337,50
2.3951,0.605129,0.138345,50
2.39515,0.605141,0.138353,50
2.3952,0.605154,0.138362,50
2.39525,0.605167,0.13837,50
2.3953,0.605179,0.138378,50
2.39535,0.605192,0.138387,50
2.3954,0.605205,0.138395,50
2.39545,0.605217,0.138403,50
2.3955,0.60523,0.138412,50
2.39555,0.605243,0.13842,50
2.3956,0.605255,0.138429,50
2.39565,0.605268,0.138437,50
2.3957,0.60528,0.138445,50
2.39575,0.605293,0.138454,50
2.3958,0.605306,0.138462,50
2.39585,0.605318,0.13847,50
2.3959,0.605331,0.138479,50
2.39595,0.605344,0.138487,50
2.396,0.605356,0.138495,50
2.39605,0.605369,0.138504,50
2.3961,0.605382,0.138512,50
2.39615,0.605394,0.13852,50
2.3962,0.605407,0.138529,50
2.39625,0.605419,0.138537,50
2.3963,0.605432,0.138546,50
2.39635,0.605445,0.138554,50
2.3964,0.605457,0.138562,50
